anchor,jnd,mean,normality,samples,samples_no,sequence_index,standard_deviation
0,31,33.4516129,0,"[30, 37, 19, 39, 33, 26, 35, 36, 36, 36, 40, 35, 37, 34, 41, 34, 24, 38, 30, 38, 34, 40, 34, 26, 35, 20, 37, 35, 30, 36, 32]",31,16,5.530754678
0,28,30.87096774,1,"[27, 32, 28, 35, 28, 28, 30, 32, 33, 33, 37, 27, 33, 31, 35, 28, 25, 26, 28, 31, 29, 31, 36, 29, 28, 30, 24, 35, 41, 30, 37]",31,17,3.939051794
0,28,30.21875,1,"[28, 27, 29, 25, 29, 25, 34, 35, 28, 30, 29, 34, 15, 32, 18, 33, 28, 31, 40, 40, 32, 33, 32, 33, 33, 18, 35, 31, 38, 25, 32, 35]",32,18,5.779465178
0,27,30.5483871,1,"[25, 31, 32, 28, 25, 25, 32, 23, 38, 30, 30, 30, 31, 26, 38, 18, 29, 30, 38, 35, 31, 24, 32, 38, 37, 30, 26, 38, 33, 31, 33]",31,19,5.032154672
0,30,32.41935484,1,"[33, 29, 40, 32, 37, 35, 32, 32, 33, 31, 29, 30, 35, 29, 29, 33, 32, 24, 39, 35, 28, 41, 34, 31, 42, 35, 30, 32, 30, 21, 32]",31,20,4.500179208
0,28,31.78125,1,"[31, 23, 34, 27, 29, 24, 44, 37, 32, 28, 33, 32, 39, 24, 28, 38, 34, 33, 31, 31, 33, 30, 32, 35, 39, 27, 43, 32, 24, 32, 34, 24]",32,21,5.332398692
0,14,22.59375,1,"[32, 14, 24, 27, 30, 10, 10, 23, 28, 24, 25, 11, 15, 10, 27, 24, 31, 10, 33, 20, 14, 16, 35, 31, 29, 11, 33, 31, 28, 32, 21, 14]",32,22,8.423696894
0,22,24.54545455,1,"[33, 25, 32, 10, 30, 28, 20, 11, 32, 26, 26, 27, 26, 24, 15, 18, 30, 30, 23, 25, 24, 24, 30, 27, 24, 22, 20, 28, 22, 23, 22, 25, 28]",33,23,5.454876884
0,22,26.4137931,1,"[30, 15, 31, 22, 25, 20, 34, 28, 31, 36, 27, 26, 27, 21, 21, 28, 34, 24, 24, 28, 26, 32, 23, 11, 38, 22, 20, 34, 28]",29,24,6.178980738
0,20,23.65517241,1,"[18, 28, 21, 23, 36, 25, 24, 20, 16, 31, 31, 25, 24, 20, 26, 28, 26, 29, 24, 35, 26, 23, 21, 22, 10, 18, 10, 15, 31]",29,25,6.393500394
0,30,32.22580645,0,"[34, 18, 47, 31, 39, 36, 26, 37, 27, 33, 31, 32, 33, 33, 34, 33, 28, 30, 34, 34, 36, 30, 36, 31, 23, 30, 28, 31, 34, 36, 34]",31,26,5.08402516
0,27,30.77419355,1,"[44, 18, 28, 30, 37, 35, 27, 38, 29, 34, 34, 31, 36, 33, 32, 27, 23, 34, 32, 30, 27, 23, 25, 34, 27, 14, 34, 31, 35, 37, 35]",31,27,6.092124301
0,24,26,1,"[22, 19, 36, 27, 27, 23, 24, 27, 30, 27, 26, 26, 29, 16, 24, 25, 31, 20, 11, 34, 20, 24, 32, 27, 30, 27, 28, 25, 32, 31]",30,28,5.323986062
0,23,26,1,"[31, 32, 30, 33, 21, 18, 23, 23, 30, 26, 29, 23, 28, 28, 33, 35, 16, 21, 33, 23, 20, 28, 25, 14, 20, 24, 33, 31, 26, 23]",30,29,5.55846667
0,27,28.59375,1,"[29, 27, 28, 28, 30, 31, 35, 30, 27, 23, 26, 31, 28, 29, 23, 28, 28, 30, 28, 28, 32, 27, 34, 31, 27, 22, 35, 26, 29, 29, 30, 26]",32,30,3.046514402
0,26,28.48387097,1,"[23, 29, 25, 27, 33, 30, 26, 30, 37, 34, 30, 26, 31, 31, 29, 29, 32, 32, 28, 30, 33, 33, 26, 22, 32, 28, 28, 25, 18, 25, 21]",31,31,4.162298786
0,25,27.58064516,1,"[30, 33, 23, 28, 27, 29, 25, 26, 32, 38, 25, 27, 30, 27, 25, 27, 32, 25, 22, 35, 26, 25, 33, 28, 16, 24, 20, 28, 31, 24, 34]",31,32,4.609947169
0,25,27.21875,1,"[27, 29, 25, 28, 25, 24, 28, 29, 25, 29, 28, 25, 23, 27, 24, 23, 25, 30, 28, 28, 22, 29, 29, 28, 34, 31, 26, 31, 33, 24, 27, 27]",32,33,2.870701555
0,26,27.48387097,1,"[27, 29, 24, 27, 20, 30, 30, 23, 24, 26, 27, 26, 30, 25, 29, 19, 31, 28, 23, 37, 26, 24, 29, 30, 28, 28, 29, 31, 32, 29, 31]",31,34,3.668523479
0,20,22.41935484,1,"[26, 20, 26, 19, 27, 24, 23, 31, 18, 21, 15, 26, 27, 19, 20, 26, 23, 22, 27, 25, 23, 26, 16, 24, 31, 18, 20, 21, 25, 9, 17]",31,35,4.773357962
0,24,25.84375,1,"[26, 21, 19, 21, 27, 24, 36, 29, 27, 25, 29, 25, 31, 26, 24, 32, 24, 21, 27, 24, 28, 24, 25, 25, 31, 23, 32, 27, 23, 24, 24, 23]",32,36,3.725322025
0,14,20.75,1,"[26, 24, 14, 25, 26, 10, 10, 22, 27, 31, 19, 11, 24, 8, 10, 19, 24, 24, 24, 25, 15, 14, 35, 31, 23, 14, 26, 25, 26, 18, 23, 11]",32,37,7.102929882
0,22,25.72727273,1,"[35, 30, 34, 23, 24, 29, 28, 16, 34, 28, 19, 28, 25, 20, 20, 31, 25, 31, 26, 29, 27, 26, 22, 35, 26, 21, 23, 31, 20, 13, 14, 28, 28]",33,38,5.735158712
0,15,22.20689655,1,"[25, 27, 26, 10, 28, 27, 35, 23, 26, 30, 23, 26, 24, 15, 21, 27, 25, 14, 10, 13, 12, 20, 12, 10, 28, 35, 19, 28, 25]",29,39,7.3308512
0,16,21.13793103,1,"[27, 26, 27, 16, 28, 23, 10, 12, 18, 24, 34, 23, 16, 24, 19, 27, 23, 23, 25, 26, 27, 14, 23, 18, 12, 15, 14, 18, 21]",29,40,5.865907176
0,24,26.96774194,1,"[32, 15, 31, 32, 33, 29, 34, 33, 31, 32, 21, 18, 31, 26, 22, 32, 34, 25, 12, 32, 24, 25, 28, 21, 11, 23, 25, 30, 33, 33, 28]",31,41,6.508885573
0,14,22.41935484,1,"[38, 24, 23, 25, 23, 34, 11, 14, 14, 27, 21, 11, 38, 14, 24, 11, 16, 29, 14, 10, 8, 27, 9, 15, 22, 34, 17, 27, 38, 41, 36]",31,42,9.982565447
0,22,23.75862069,1,"[22, 17, 22, 29, 23, 11, 26, 29, 25, 23, 24, 24, 29, 16, 19, 29, 30, 21, 28, 17, 19, 28, 22, 31, 22, 27, 25, 29, 22]",29,43,4.881855417
0,22,25.83333333,1,"[29, 31, 29, 35, 22, 25, 27, 28, 24, 21, 24, 15, 27, 31, 34, 40, 16, 17, 27, 20, 30, 30, 20, 29, 22, 20, 23, 29, 23, 27]",30,44,5.754059037
0,14,21.5625,1,"[23, 14, 20, 26, 27, 11, 16, 24, 28, 28, 18, 12, 28, 18, 24, 24, 14, 13, 30, 23, 21, 14, 35, 29, 28, 14, 28, 29, 23, 14, 25, 9]",32,45,6.801031705
0,26,28.06451613,1,"[28, 31, 30, 28, 33, 33, 33, 30, 33, 34, 29, 33, 18, 20, 34, 33, 31, 26, 27, 30, 25, 30, 29, 15, 28, 20, 31, 21, 29, 25, 23]",31,46,5.039414542
0,23,27.06451613,1,"[33, 34, 23, 31, 30, 17, 26, 30, 32, 32, 32, 21, 25, 24, 36, 21, 37, 21, 27, 30, 20, 24, 31, 26, 25, 21, 17, 37, 25, 22, 29]",31,47,5.68586249
0,24,28.4375,1,"[28, 36, 25, 21, 25, 18, 32, 35, 17, 22, 32, 29, 25, 34, 34, 22, 21, 29, 44, 30, 23, 24, 29, 20, 35, 24, 24, 31, 35, 37, 34, 35]",32,48,6.480429595
0,22,27.22580645,1,"[33, 23, 22, 21, 21, 29, 33, 19, 23, 33, 28, 35, 37, 25, 27, 17, 22, 22, 39, 33, 29, 20, 25, 29, 24, 23, 21, 33, 37, 25, 36]",31,49,6.179048888
0,23,25.61290323,1,"[29, 25, 23, 27, 24, 27, 28, 32, 27, 18, 22, 23, 32, 23, 18, 27, 24, 23, 26, 27, 28, 35, 22, 23, 34, 28, 26, 25, 23, 19, 26]",31,50,4.128578604
0,24,27.21875,1,"[29, 25, 24, 15, 27, 27, 35, 30, 29, 28, 24, 25, 34, 24, 22, 31, 22, 26, 24, 31, 28, 25, 30, 25, 39, 24, 31, 32, 18, 25, 40, 22]",32,51,5.362560625
0,19,24.25,1,"[20, 24, 15, 29, 31, 14, 19, 23, 41, 21, 23, 16, 24, 16, 27, 26, 28, 11, 30, 31, 27, 12, 37, 31, 31, 19, 30, 31, 21, 13, 28, 27]",32,52,7.383503845
0,23,26.09090909,1,"[34, 29, 35, 11, 14, 25, 25, 24, 28, 30, 21, 34, 32, 23, 24, 24, 19, 29, 28, 26, 23, 27, 27, 31, 31, 28, 23, 34, 23, 16, 34, 20, 29]",33,53,5.88623201
0,26,27.10344828,0,"[29, 29, 28, 11, 31, 26, 35, 29, 32, 32, 28, 32, 28, 17, 15, 30, 35, 23, 17, 29, 24, 30, 31, 12, 33, 33, 26, 34, 27]",29,54,6.667323449
0,20,22.86206897,1,"[21, 31, 10, 14, 36, 26, 21, 11, 20, 26, 25, 28, 24, 26, 27, 25, 24, 31, 24, 36, 31, 10, 22, 26, 13, 14, 21, 12, 28]",29,55,7.390747777
0,28,29.51612903,1,"[32, 24, 31, 38, 35, 32, 31, 30, 20, 36, 34, 31, 25, 27, 28, 28, 17, 27, 25, 31, 29, 37, 28, 32, 28, 29, 33, 31, 31, 28, 27]",31,56,4.523059199
0,27,31,1,"[32, 24, 30, 33, 30, 33, 32, 36, 37, 27, 36, 26, 41, 36, 35, 34, 20, 36, 23, 37, 23, 34, 25, 22, 27, 24, 35, 34, 34, 33, 32]",31,57,5.409867528
0,25,28.93333333,1,"[27, 20, 36, 32, 31, 28, 25, 28, 25, 26, 25, 32, 32, 14, 26, 28, 33, 24, 44, 34, 18, 25, 31, 26, 36, 32, 32, 30, 34, 34]",30,58,5.924428291
0,26,28.4,1,"[32, 31, 28, 35, 25, 27, 27, 26, 26, 30, 28, 15, 36, 35, 33, 41, 22, 19, 26, 26, 24, 34, 29, 25, 29, 22, 32, 29, 29, 31]",30,59,5.314910711
0,25,27.3030303,1,"[36, 27, 31, 32, 30, 26, 14, 31, 34, 20, 25, 30, 33, 31, 24, 37, 16, 33, 27, 31, 28, 28, 15, 28, 31, 28, 33, 27, 26, 22, 14, 19, 34]",33,60,6.292281226
0,28,30.6,1,"[32, 28, 27, 31, 34, 28, 28, 32, 36, 35, 32, 37, 30, 35, 32, 24, 30, 24, 32, 35, 35, 26, 30, 27, 29, 34, 29, 30, 28, 28]",30,61,3.499753686
0,26,30.48387097,1,"[33, 38, 24, 32, 36, 26, 27, 28, 36, 31, 38, 23, 34, 24, 31, 22, 36, 27, 36, 36, 24, 30, 37, 25, 22, 28, 26, 36, 38, 28, 33]",31,62,5.3595458
0,30,31.9375,1,"[28, 39, 31, 32, 27, 24, 35, 36, 22, 34, 38, 30, 25, 28, 27, 32, 31, 36, 36, 38, 26, 34, 30, 33, 34, 30, 31, 38, 35, 31, 36, 35]",32,63,4.428190485
0,28,29.90322581,1,"[32, 29, 29, 28, 24, 30, 30, 24, 34, 29, 34, 19, 32, 29, 27, 19, 31, 27, 33, 34, 31, 25, 38, 36, 33, 32, 27, 30, 34, 35, 32]",31,64,4.467324619
0,23,26.74193548,1,"[23, 28, 28, 25, 33, 34, 26, 26, 25, 19, 19, 34, 35, 24, 22, 27, 25, 21, 31, 29, 24, 35, 17, 29, 33, 33, 23, 27, 32, 20, 22]",31,65,5.195945483
0,25,28.6875,1,"[28, 21, 23, 25, 31, 28, 31, 22, 34, 33, 22, 31, 39, 20, 27, 27, 34, 25, 28, 30, 32, 28, 36, 37, 37, 24, 31, 22, 29, 34, 29, 20]",32,66,5.294169038
0,28,30.3125,1,"[30, 35, 20, 25, 33, 37, 31, 28, 34, 32, 29, 31, 27, 32, 33, 28, 27, 27, 35, 25, 28, 33, 31, 34, 34, 31, 33, 33, 32, 24, 28, 30]",32,67,3.74542732
0,29,30.72727273,1,"[41, 30, 32, 25, 25, 29, 29, 30, 36, 37, 29, 31, 29, 30, 25, 34, 19, 37, 29, 35, 29, 27, 39, 37, 31, 33, 31, 34, 26, 30, 25, 28, 32]",33,68,4.678893614
0,30,30.4137931,1,"[33, 31, 30, 25, 28, 30, 33, 30, 37, 38, 30, 30, 32, 17, 30, 31, 39, 21, 31, 31, 30, 23, 30, 26, 33, 40, 26, 37, 30]",29,69,5.116620267
0,30,32.44827586,1,"[34, 35, 33, 38, 43, 38, 30, 34, 25, 34, 25, 30, 32, 35, 33, 30, 21, 35, 34, 32, 38, 31, 33, 33, 24, 32, 28, 34, 37]",29,70,4.672000236
0,30,32.93548387,1,"[36, 35, 45, 39, 33, 35, 29, 34, 43, 36, 35, 28, 36, 37, 25, 34, 34, 25, 28, 33, 28, 33, 29, 34, 30, 30, 34, 32, 30, 38, 23]",31,71,4.925684276
0,31,34.32258065,1,"[37, 34, 33, 35, 31, 37, 29, 38, 37, 33, 36, 31, 39, 37, 30, 30, 37, 40, 29, 35, 23, 30, 28, 32, 28, 37, 40, 35, 41, 41, 41]",31,72,4.592654256
0,23,26.43333333,1,"[27, 22, 38, 30, 26, 13, 21, 27, 34, 27, 23, 31, 23, 19, 24, 27, 33, 26, 31, 32, 19, 22, 25, 26, 26, 31, 27, 27, 28, 28]",30,73,5.049297208
0,24,26.26666667,1,"[29, 27, 26, 32, 13, 27, 18, 25, 24, 30, 27, 19, 35, 31, 31, 30, 26, 25, 30, 20, 28, 27, 19, 27, 27, 24, 30, 31, 24, 26]",30,74,4.748381454
0,27,29.68965517,1,"[24, 33, 28, 22, 29, 25, 37, 30, 31, 36, 34, 34, 27, 27, 28, 34, 37, 24, 20, 35, 24, 34, 31, 22, 36, 33, 29, 28, 29]",29,75,4.892439125
0,31,32.90322581,1,"[33, 38, 21, 39, 37, 32, 33, 38, 35, 44, 25, 34, 24, 35, 35, 29, 31, 36, 23, 38, 35, 41, 31, 33, 34, 24, 37, 33, 30, 32, 30]",31,76,5.381169877
0,26,27.32258065,1,"[33, 26, 21, 29, 29, 26, 24, 28, 33, 32, 34, 28, 33, 23, 26, 28, 32, 20, 28, 30, 17, 27, 26, 18, 26, 28, 20, 33, 31, 25, 33]",31,77,4.70026309
0,29,30.71875,1,"[27, 33, 35, 29, 30, 29, 29, 33, 25, 29, 30, 29, 33, 25, 28, 32, 25, 31, 40, 37, 32, 36, 34, 31, 23, 28, 30, 37, 31, 31, 28, 33]",32,78,3.837290501
0,32,34.41935484,1,"[31, 35, 23, 32, 28, 34, 44, 24, 37, 30, 40, 35, 36, 27, 33, 24, 33, 32, 42, 41, 37, 34, 39, 41, 39, 35, 36, 33, 37, 38, 37]",31,79,5.315224633
0,23,24.64516129,1,"[27, 25, 19, 25, 27, 26, 27, 26, 19, 23, 23, 27, 28, 22, 25, 24, 25, 18, 32, 29, 25, 29, 15, 26, 28, 26, 29, 26, 22, 16, 25]",31,80,3.920445443
0,25,26.90322581,1,"[28, 27, 30, 25, 23, 30, 36, 28, 30, 24, 29, 30, 28, 25, 25, 25, 24, 23, 23, 25, 26, 24, 32, 25, 30, 24, 28, 31, 23, 28, 25]",31,81,3.187003177
0,24,25.8125,1,"[25, 30, 20, 26, 28, 26, 30, 14, 32, 28, 20, 10, 25, 28, 25, 27, 28, 25, 28, 20, 30, 24, 38, 35, 26, 28, 28, 23, 29, 20, 23, 27]",32,82,5.438438462
0,27,28.90909091,0,"[39, 29, 33, 27, 29, 32, 31, 30, 32, 33, 25, 32, 30, 26, 25, 29, 36, 33, 26, 30, 28, 31, 16, 35, 29, 27, 27, 30, 26, 24, 16, 31, 27]",33,83,4.726016004
0,27,28.57142857,1,"[31, 28, 32, 28, 28, 24, 36, 23, 34, 35, 29, 32, 29, 29, 32, 37, 21, 27, 31, 22, 29, 20, 32, 33, 17, 27, 28, 26]",28,84,4.902218481
0,31,32.21428571,1,"[32, 35, 31, 26, 37, 33, 31, 34, 24, 34, 30, 35, 34, 31, 36, 31, 23, 33, 33, 33, 35, 41, 32, 33, 27, 32, 33, 33]",28,85,3.755067123
0,32,34.33333333,1,"[44, 19, 36, 37, 34, 27, 34, 42, 38, 35, 30, 33, 30, 34, 36, 29, 31, 35, 37, 33, 47, 33, 33, 34, 29, 37, 31, 36, 42, 34]",30,86,5.345532026
0,34,36.16666667,1,"[43, 30, 38, 35, 33, 36, 37, 39, 38, 35, 37, 34, 44, 41, 40, 38, 38, 37, 29, 37, 34, 31, 28, 32, 32, 36, 36, 39, 42, 36]",30,87,3.948664841
0,25,28.5,1,"[28, 21, 37, 33, 31, 24, 26, 26, 27, 33, 30, 29, 30, 16, 23, 25, 32, 28, 36, 37, 18, 22, 33, 30, 31, 25, 30, 24, 37, 33]",30,88,5.456726314
0,25,28.26666667,1,"[25, 29, 26, 34, 23, 31, 26, 25, 28, 29, 31, 16, 32, 36, 36, 36, 26, 20, 28, 25, 29, 35, 27, 26, 24, 29, 33, 30, 24, 29]",30,89,4.74111389
0,30,33.24137931,1,"[31, 30, 37, 36, 40, 39, 34, 27, 28, 36, 28, 38, 32, 33, 37, 32, 30, 34, 36, 30, 35, 45, 32, 32, 26, 24, 31, 34, 37]",29,90,4.587678937
0,27,29.51612903,1,"[31, 34, 28, 33, 31, 32, 31, 19, 34, 35, 23, 30, 18, 28, 34, 29, 26, 33, 27, 41, 26, 36, 31, 30, 31, 28, 31, 25, 22, 31, 27]",31,91,4.891291361
0,25,28.33333333,1,"[30, 31, 23, 33, 27, 25, 25, 27, 32, 30, 31, 32, 26, 30, 28, 30, 23, 22, 32, 25, 29, 33, 22, 24, 23, 29, 36, 33, 24, 35]",30,92,4.071205306
0,29,30.46875,1,"[34, 35, 33, 20, 25, 26, 27, 35, 25, 33, 29, 26, 34, 29, 32, 34, 30, 30, 39, 29, 26, 30, 32, 17, 35, 34, 30, 35, 30, 34, 38, 29]",32,93,4.832580123
0,27,29,1,"[33, 28, 29, 29, 21, 27, 30, 22, 31, 28, 32, 32, 33, 22, 30, 14, 27, 26, 41, 31, 33, 24, 40, 33, 29, 23, 22, 37, 32, 32, 28]",31,94,5.645056835
0,25,27.4516129,0,"[31, 18, 25, 24, 31, 32, 25, 28, 24, 29, 14, 24, 29, 31, 31, 31, 26, 32, 32, 28, 29, 36, 24, 29, 35, 31, 30, 29, 25, 13, 25]",31,95,5.290486491
0,22,24.4375,1,"[22, 21, 24, 19, 23, 26, 34, 30, 24, 27, 19, 20, 30, 23, 21, 30, 23, 23, 24, 27, 26, 20, 26, 25, 29, 14, 29, 26, 24, 25, 32, 16]",32,96,4.486089611
0,20,22.6875,1,"[25, 27, 11, 23, 25, 17, 21, 22, 32, 26, 21, 21, 17, 20, 25, 21, 25, 18, 24, 25, 25, 20, 28, 26, 22, 24, 24, 30, 20, 19, 19, 23]",32,97,4.138236339
0,21,23.27272727,1,"[30, 25, 29, 12, 19, 23, 26, 24, 26, 26, 20, 29, 24, 17, 18, 23, 24, 27, 21, 21, 23, 21, 29, 27, 27, 25, 25, 31, 18, 13, 22, 24, 19]",33,98,4.577613511
0,25,29.4137931,1,"[36, 33, 32, 24, 23, 23, 33, 32, 34, 34, 27, 29, 35, 24, 27, 29, 33, 23, 31, 33, 25, 31, 31, 23, 35, 35, 23, 27, 28]",29,99,4.452264603
0,28,29.62068966,1,"[35, 32, 24, 30, 32, 31, 23, 35, 28, 35, 29, 26, 30, 28, 28, 28, 29, 33, 31, 36, 32, 33, 30, 25, 22, 21, 28, 34, 31]",29,100,4.003692877
0,32,35.03225806,1,"[28, 39, 39, 39, 44, 37, 41, 28, 25, 33, 31, 33, 33, 37, 24, 36, 40, 34, 35, 42, 38, 37, 32, 34, 27, 27, 42, 30, 36, 43, 42]",31,101,5.582615104
0,34,34.93548387,0,"[41, 37, 39, 38, 38, 35, 32, 38, 37, 31, 36, 34, 41, 37, 35, 35, 23, 37, 28, 36, 33, 26, 31, 34, 31, 37, 40, 35, 36, 36, 36]",31,102,4.090113966
0,27,29.68965517,1,"[24, 22, 31, 32, 34, 24, 32, 30, 27, 29, 32, 31, 26, 30, 29, 28, 31, 38, 38, 20, 26, 33, 30, 36, 26, 30, 34, 30, 28]",29,103,4.310315271
0,23,26.33333333,1,"[30, 31, 28, 30, 15, 22, 25, 25, 21, 28, 27, 20, 28, 34, 30, 31, 27, 22, 28, 23, 23, 32, 27, 24, 26, 17, 29, 30, 20, 37]",30,104,4.964239938
0,28,30.29032258,1,"[25, 14, 19, 37, 35, 31, 25, 31, 31, 32, 31, 29, 34, 34, 23, 31, 30, 28, 30, 33, 37, 42, 37, 30, 25, 28, 35, 27, 33, 37, 25]",31,105,5.745685618
0,25,28.03225806,1,"[31, 29, 20, 34, 31, 27, 32, 32, 31, 35, 23, 23, 23, 26, 25, 28, 28, 31, 21, 28, 31, 35, 32, 27, 19, 26, 33, 24, 24, 30, 30]",31,106,4.40063534
0,26,28.80645161,1,"[33, 28, 28, 28, 30, 22, 31, 27, 28, 26, 31, 26, 32, 26, 36, 26, 24, 22, 27, 37, 23, 32, 34, 28, 28, 27, 26, 35, 33, 27, 32]",31,107,3.944780136
0,30,32.1875,1,"[35, 37, 34, 28, 31, 22, 32, 31, 23, 31, 29, 32, 32, 35, 40, 24, 29, 32, 30, 39, 29, 38, 33, 33, 37, 21, 33, 37, 33, 38, 37, 35]",32,108,4.868844335
0,27,29.74193548,1,"[33, 28, 28, 27, 20, 28, 33, 23, 31, 33, 33, 23, 25, 24, 40, 28, 33, 33, 37, 31, 30, 22, 35, 34, 28, 24, 27, 36, 34, 30, 31]",31,109,4.809488829
0,23,25,1,"[28, 13, 26, 23, 28, 27, 25, 32, 29, 25, 20, 29, 33, 14, 24, 21, 25, 15, 26, 26, 30, 24, 27, 29, 28, 27, 26, 31, 19, 20]",30,110,5.044628417
0,26,27.84375,1,"[28, 28, 27, 24, 29, 24, 37, 32, 26, 23, 28, 31, 30, 29, 25, 31, 27, 30, 27, 29, 26, 24, 33, 18, 30, 23, 29, 27, 30, 25, 34, 27]",32,111,3.699253412
0,24,26.80645161,1,"[34, 36, 24, 28, 30, 27, 27, 26, 14, 28, 23, 24, 20, 31, 26, 26, 24, 23, 25, 26, 31, 24, 38, 28, 29, 26, 28, 29, 25, 24, 27]",31,112,4.512348648
0,27,29.72727273,1,"[36, 36, 32, 28, 29, 35, 31, 28, 35, 26, 27, 33, 27, 31, 20, 23, 31, 31, 29, 36, 26, 30, 33, 37, 30, 30, 31, 39, 24, 23, 17, 29, 28]",33,113,4.938830373
0,23,27.06896552,1,"[32, 29, 27, 22, 30, 22, 34, 32, 31, 35, 27, 31, 24, 22, 12, 29, 34, 23, 16, 30, 23, 28, 28, 29, 30, 35, 21, 29, 20]",29,114,5.669032637
0,26,28,1,"[25, 31, 27, 26, 30, 29, 26, 31, 24, 29, 24, 26, 27, 26, 28, 26, 28, 29, 34, 32, 34, 25, 31, 29, 24, 31, 27, 25]",28,115,2.918650119
0,30,31.96774194,1,"[35, 29, 39, 35, 34, 28, 30, 31, 33, 36, 30, 29, 32, 31, 31, 34, 29, 32, 32, 30, 29, 39, 32, 33, 27, 30, 31, 32, 34, 36, 28]",31,116,3.027472774
0,31,33.06666667,1,"[37, 18, 40, 38, 31, 38, 31, 35, 28, 34, 33, 34, 44, 37, 32, 23, 31, 34, 31, 32, 36, 26, 33, 26, 34, 38, 28, 37, 36, 37]",30,117,5.336493317
0,30,30.89655172,0,"[30, 22, 34, 30, 33, 20, 29, 34, 31, 35, 34, 33, 31, 29, 30, 34, 31, 32, 35, 24, 27, 32, 32, 35, 33, 34, 32, 35, 25]",29,118,3.958217741
0,26,29.76666667,1,"[24, 33, 32, 35, 26, 33, 28, 29, 26, 30, 29, 23, 41, 34, 33, 41, 27, 23, 36, 24, 27, 38, 25, 18, 29, 25, 34, 30, 27, 33]",30,119,5.468930005
0,30,32.32258065,1,"[33, 33, 34, 30, 36, 35, 30, 34, 37, 31, 30, 34, 43, 34, 34, 34, 25, 34, 29, 30, 23, 30, 29, 28, 29, 32, 33, 34, 32, 37, 35]",31,120,3.789345562
