anchor,jnd,mean,normality,samples,samples_no,sequence_index,standard_deviation
31,35,36.25714286,1,"[39, 34, 37, 37, 38, 38, 37, 33, 36, 33, 36, 36, 40, 35, 39, 38, 34, 35, 38, 35, 35, 37, 36, 33, 35, 33, 36, 38, 38, 34, 36, 40, 40, 34, 36]",35,63,2.09119804
32,34,35.51515152,1,"[34, 36, 34, 38, 36, 34, 38, 36, 34, 34, 36, 35, 38, 36, 36, 37, 36, 35, 36, 36, 34, 38, 34, 34, 34, 34, 34, 37, 37, 34, 35, 37, 35]",33,64,1.416889466
29,31,33.55882353,1,"[34, 37, 31, 38, 32, 37, 32, 35, 31, 31, 31, 36, 33, 33, 31, 34, 34, 31, 33, 32, 38, 31, 35, 31, 32, 31, 35, 36, 36, 36, 37, 34, 31, 32]",34,65,2.363756339
27,32,33.22857143,0,"[37, 29, 29, 30, 31, 40, 32, 32, 29, 34, 33, 32, 29, 34, 36, 36, 38, 32, 32, 32, 31, 43, 34, 32, 33, 32, 38, 34, 32, 32, 31, 29, 37, 33, 35]",35,66,3.281729407
33,35,36.79411765,1,"[38, 35, 39, 39, 35, 36, 35, 39, 35, 35, 36, 35, 35, 35, 35, 35, 39, 38, 35, 35, 36, 37, 37, 37, 37, 42, 36, 37, 38, 41, 38, 35, 38, 38]",34,67,1.887429096
35,37,38.27777778,0,"[42, 38, 36, 36, 38, 36, 38, 36, 36, 38, 38, 36, 36, 40, 37, 39, 38, 39, 37, 39, 40, 38, 39, 38, 37, 44, 38, 42, 42, 39, 38, 39, 39, 39, 36, 37]",36,68,1.950986726
30,34,35.19444444,0,"[35, 34, 38, 36, 36, 32, 36, 35, 35, 34, 35, 36, 34, 41, 34, 35, 36, 34, 36, 38, 36, 32, 37, 37, 34, 35, 32, 33, 41, 33, 33, 33, 36, 36, 35, 34]",36,69,2.108749724
34,37,37.91428571,1,"[39, 39, 40, 39, 39, 37, 36, 38, 39, 38, 36, 37, 36, 42, 37, 39, 39, 37, 37, 42, 36, 36, 38, 36, 39, 36, 36, 41, 37, 37, 38, 37, 38, 40, 36]",35,70,1.721344013
26,31,32.68421053,1,"[28, 33, 29, 31, 34, 30, 36, 31, 38, 31, 38, 37, 28, 33, 31, 31, 40, 31, 31, 28, 31, 28, 31, 40, 32, 34, 34, 35, 32, 39, 36, 28, 30, 31, 39, 28, 34, 31]",38,71,3.632475614
34,36,37.76470588,1,"[39, 39, 39, 36, 36, 38, 39, 36, 39, 37, 38, 42, 38, 37, 40, 38, 36, 36, 36, 39, 36, 37, 38, 38, 36, 38, 38, 36, 37, 36, 42, 39, 39, 36]",34,72,1.652524671
32,35,36.94285714,1,"[37, 38, 35, 40, 35, 37, 37, 37, 39, 41, 40, 35, 35, 38, 38, 35, 37, 38, 36, 36, 38, 34, 39, 35, 34, 39, 36, 38, 35, 36, 37, 37, 40, 34, 37]",35,73,1.877778054
29,32,33.11764706,1,"[35, 35, 34, 36, 32, 35, 31, 33, 33, 34, 32, 35, 33, 36, 32, 31, 31, 32, 33, 33, 31, 34, 32, 32, 33, 31, 31, 33, 33, 35, 36, 32, 32, 35]",34,74,1.60990694
33,35,37.10344828,1,"[36, 38, 35, 36, 38, 37, 40, 35, 37, 40, 35, 36, 37, 37, 37, 38, 38, 35, 39, 41, 39, 35, 39, 35, 36, 41, 36, 35, 35]",29,75,1.915068585
37,40,40.97142857,1,"[42, 41, 43, 39, 41, 39, 40, 40, 41, 43, 42, 41, 40, 42, 42, 42, 39, 40, 40, 40, 43, 42, 39, 40, 44, 43, 40, 40, 41, 39, 42, 41, 41, 42, 40]",35,76,1.360919116
33,36,36.88571429,1,"[38, 36, 36, 36, 35, 38, 36, 36, 38, 37, 37, 41, 36, 35, 38, 35, 41, 36, 35, 36, 38, 37, 37, 37, 39, 35, 39, 36, 36, 35, 35, 39, 36, 38, 38]",35,77,1.622841165
32,35,35.96969697,1,"[38, 35, 36, 34, 39, 34, 35, 35, 34, 36, 35, 36, 34, 36, 34, 36, 35, 38, 34, 37, 37, 34, 37, 36, 37, 40, 36, 37, 37, 36, 39, 34, 36]",33,78,1.629510058
35,38,39.70588235,1,"[38, 37, 40, 41, 42, 39, 40, 39, 38, 40, 44, 37, 42, 39, 41, 43, 41, 41, 38, 42, 41, 44, 39, 38, 41, 37, 37, 37, 40, 38, 37, 41, 38, 40]",34,79,2.052779516
29,31,32.96969697,1,"[31, 35, 31, 32, 31, 33, 35, 33, 34, 31, 31, 34, 34, 34, 31, 32, 35, 34, 33, 31, 32, 36, 33, 35, 34, 31, 36, 34, 34, 32, 33, 31, 32]",33,80,1.610218318
28,31,33.71428571,1,"[36, 30, 30, 30, 32, 38, 36, 30, 31, 33, 33, 30, 32, 35, 35, 30, 42, 33, 31, 36, 34, 39, 32, 35, 37, 35, 35, 31, 36, 30, 33, 37, 33, 31, 39]",35,81,3.120816528
31,33,35.17647059,1,"[33, 33, 35, 36, 33, 35, 34, 41, 34, 38, 34, 36, 33, 38, 33, 35, 33, 37, 33, 36, 35, 34, 33, 37, 35, 34, 37, 35, 37, 40, 35, 33, 38, 33]",34,82,2.138685354
33,36,36.91428571,1,"[38, 37, 38, 36, 36, 39, 35, 39, 35, 37, 38, 38, 35, 36, 38, 37, 36, 38, 35, 37, 37, 37, 35, 37, 36, 38, 38, 40, 36, 35, 41, 35, 36, 35, 38]",35,83,1.541035339
33,36,37.22222222,1,"[41, 36, 35, 38, 37, 37, 38, 38, 38, 36, 38, 35, 37, 37, 38, 38, 37, 36, 36, 38, 38, 35, 39, 39, 36, 37, 35, 35, 41, 36, 36, 39, 36, 38, 36, 40]",36,84,1.605545944
33,37,37.77142857,1,"[36, 36, 39, 40, 39, 38, 36, 38, 38, 37, 37, 42, 38, 39, 36, 39, 39, 35, 37, 38, 37, 38, 42, 38, 38, 36, 35, 40, 36, 37, 38, 39, 37, 39, 35]",35,85,1.733505701
31,33,37.18421053,1,"[33, 38, 34, 41, 39, 37, 41, 39, 38, 41, 38, 36, 37, 40, 33, 45, 37, 33, 37, 33, 36, 33, 33, 43, 40, 38, 37, 37, 38, 37, 39, 33, 33, 33, 33, 43, 40, 37]",38,86,3.278556564
35,38,39.64705882,1,"[40, 41, 37, 41, 37, 41, 38, 37, 43, 39, 37, 42, 39, 38, 41, 41, 37, 39, 41, 40, 39, 38, 40, 39, 38, 42, 41, 41, 37, 40, 41, 40, 44, 39]",34,87,1.856721662
34,38,38.97142857,1,"[39, 39, 39, 40, 38, 38, 36, 39, 38, 42, 40, 38, 39, 41, 39, 36, 40, 38, 41, 38, 39, 38, 44, 36, 37, 40, 37, 42, 38, 39, 40, 40, 38, 37, 41]",35,88,1.790263114
35,39,40.02941176,1,"[40, 39, 38, 44, 41, 40, 41, 40, 38, 41, 40, 42, 38, 40, 37, 40, 39, 39, 41, 41, 38, 40, 41, 43, 39, 37, 40, 40, 42, 39, 42, 38, 41, 42]",34,89,1.660326622
40,43,43.93103448,1,"[42, 44, 43, 42, 45, 45, 45, 47, 44, 43, 42, 45, 43, 44, 42, 44, 45, 45, 47, 47, 45, 42, 44, 43, 44, 44, 42, 43, 43]",29,90,1.510227856
32,36,37.5,1,"[40, 37, 41, 35, 40, 34, 34, 36, 38, 36, 37, 40, 38, 35, 39, 40, 38, 34, 38, 40, 38, 40, 37, 36, 43, 37, 38, 37, 37, 38, 37, 40, 37, 35, 35, 35]",36,91,2.184359991
33,37,37.45714286,1,"[39, 38, 36, 37, 38, 38, 35, 39, 40, 39, 37, 38, 38, 35, 39, 37, 38, 37, 38, 38, 39, 38, 36, 38, 35, 35, 38, 38, 39, 35, 35, 38, 39, 38, 36]",35,92,1.441870867
31,35,35.97142857,1,"[38, 35, 37, 37, 38, 37, 38, 33, 38, 33, 35, 35, 34, 37, 36, 36, 35, 33, 33, 33, 35, 37, 39, 33, 36, 33, 38, 40, 37, 35, 37, 35, 40, 40, 33]",35,93,2.216060552
30,33,34.76470588,1,"[35, 33, 38, 36, 34, 36, 36, 33, 33, 35, 36, 32, 33, 33, 34, 37, 37, 35, 33, 33, 38, 32, 38, 34, 32, 35, 34, 32, 35, 36, 34, 39, 35, 36]",34,94,1.939366087
31,33,35.4,1,"[33, 39, 33, 36, 38, 33, 35, 42, 33, 33, 33, 35, 36, 37, 37, 33, 34, 38, 34, 33, 33, 37, 38, 36, 36, 37, 33, 36, 39, 35, 34, 35, 36, 33, 36]",35,95,2.251796668
24,26,29,1,"[31, 26, 26, 29, 29, 30, 34, 28, 29, 30, 27, 30, 29, 30, 31, 28, 33, 26, 26, 34, 27, 32, 26, 29, 34, 26, 29, 31, 28, 26, 30, 30, 26, 26]",34,96,2.522624896
25,28,30.2,1,"[27, 30, 30, 30, 27, 30, 28, 36, 27, 30, 28, 28, 27, 30, 29, 27, 33, 33, 31, 30, 30, 27, 30, 35, 32, 37, 31, 33, 31, 30, 33, 30, 27, 30, 30]",35,97,2.587299296
27,31,31.97222222,1,"[31, 32, 32, 34, 29, 35, 31, 34, 33, 31, 33, 29, 29, 31, 31, 32, 31, 35, 29, 32, 32, 32, 32, 32, 30, 38, 31, 32, 34, 32, 32, 35, 31, 35, 30, 29]",36,98,2.049196513
32,35,36.47222222,1,"[37, 37, 37, 35, 38, 36, 38, 36, 38, 34, 38, 38, 36, 36, 38, 34, 37, 34, 34, 39, 35, 37, 40, 40, 35, 35, 36, 34, 39, 35, 36, 34, 36, 39, 37, 35]",36,99,1.780627676
31,34,36.14285714,1,"[36, 34, 37, 34, 39, 38, 33, 35, 39, 37, 33, 36, 37, 38, 38, 34, 38, 38, 36, 37, 36, 38, 36, 34, 38, 33, 34, 41, 34, 34, 36, 36, 37, 38, 33]",35,100,2.06002366
29,33,35,1,"[43, 36, 35, 33, 37, 35, 36, 32, 33, 36, 35, 36, 32, 40, 34, 40, 37, 38, 35, 31, 34, 31, 36, 33, 36, 40, 34, 33, 36, 31, 38, 31, 32, 31, 34, 36, 35, 35]",38,101,2.847473987
38,40,41.17647059,1,"[42, 42, 40, 41, 40, 40, 42, 40, 42, 41, 40, 40, 43, 43, 41, 41, 40, 41, 42, 42, 40, 40, 42, 41, 40, 43, 41, 42, 40, 41, 42, 41, 44, 40]",34,102,1.113840972
35,38,39.2,1,"[40, 38, 37, 41, 38, 41, 38, 41, 38, 39, 40, 37, 38, 40, 39, 38, 41, 37, 38, 40, 39, 39, 40, 39, 41, 41, 38, 41, 41, 38, 40, 42, 39, 37, 38]",35,103,1.45116586
33,36,37.23529412,1,"[35, 38, 36, 39, 39, 35, 38, 35, 36, 38, 38, 35, 36, 38, 38, 37, 36, 38, 35, 35, 35, 37, 41, 35, 37, 39, 36, 37, 40, 41, 40, 38, 36, 39]",34,104,1.82671793
33,36,38.10344828,1,"[38, 36, 37, 41, 35, 40, 40, 40, 37, 39, 39, 39, 36, 38, 41, 35, 36, 38, 38, 44, 37, 35, 41, 38, 40, 35, 38, 36, 38]",29,105,2.209473557
33,36,37.22222222,1,"[38, 38, 35, 38, 37, 36, 36, 36, 38, 39, 38, 41, 38, 35, 40, 38, 37, 37, 36, 38, 38, 38, 38, 35, 38, 35, 38, 35, 37, 38, 38, 35, 38, 37, 35, 38]",36,106,1.475729575
36,38,38.74285714,0,"[38, 38, 39, 39, 38, 38, 38, 38, 39, 39, 41, 40, 38, 39, 38, 38, 38, 39, 40, 38, 38, 40, 41, 38, 40, 38, 38, 40, 41, 38, 38, 38, 39, 38, 38]",35,107,1.010033696
34,36,37.24242424,1,"[36, 36, 37, 39, 38, 36, 37, 36, 36, 37, 37, 38, 36, 38, 36, 37, 36, 38, 36, 38, 36, 39, 36, 40, 36, 39, 38, 37, 38, 37, 37, 39, 39]",33,108,1.199747448
32,36,37.55882353,1,"[36, 38, 36, 37, 37, 36, 40, 38, 36, 38, 43, 37, 40, 40, 35, 40, 38, 37, 36, 39, 41, 34, 40, 37, 37, 35, 35, 35, 39, 36, 35, 42, 39, 35]",34,109,2.245415214
