anchor,jnd,mean,normality,samples,samples_no,sequence_index,standard_deviation
27,32,33.86206897,1,"[35, 36, 32, 33, 30, 29, 29, 29, 36, 38, 35, 34, 34, 36, 36, 38, 32, 37, 29, 36, 36, 38, 39, 29, 32, 35, 32, 38, 29]",29,11,3.313652904
30,34,36.29411765,1,"[37, 34, 37, 36, 33, 38, 37, 43, 39, 38, 40, 33, 35, 38, 35, 34, 32, 36, 39, 36, 36, 36, 39, 33, 34, 40, 36, 36, 34, 40, 39, 33, 33, 35]",34,12,2.611506146
30,37,37.77142857,1,"[40, 40, 35, 40, 38, 37, 37, 41, 36, 37, 38, 37, 37, 37, 37, 36, 38, 39, 40, 41, 36, 39, 40, 38, 38, 34, 39, 34, 37, 38, 37, 38, 39, 39, 35]",35,13,1.816358903
30,35,36.36111111,1,"[37, 40, 36, 36, 36, 35, 35, 39, 34, 38, 36, 41, 35, 38, 36, 35, 34, 41, 34, 37, 35, 36, 37, 35, 35, 36, 36, 36, 34, 34, 38, 37, 38, 37, 37, 35]",36,14,1.853996113
25,36,37.34482759,0,"[36, 36, 27, 35, 37, 40, 37, 38, 43, 36, 42, 34, 41, 39, 35, 37, 40, 38, 44, 35, 27, 40, 33, 38, 40, 40, 39, 38, 38]",29,15,3.875526343
31,36,38.05555556,1,"[38, 36, 39, 42, 42, 38, 38, 36, 36, 40, 40, 37, 40, 37, 38, 38, 42, 36, 34, 37, 37, 41, 42, 36, 40, 34, 39, 36, 37, 39, 37, 41, 35, 40, 37, 35]",36,16,2.304584802
28,33,34.58333333,1,"[33, 35, 37, 34, 33, 34, 35, 40, 32, 38, 34, 36, 33, 35, 31, 36, 36, 34, 30, 32, 33, 36, 34, 36, 36, 34, 32, 32, 36, 34, 34, 37, 34, 35, 38, 36]",36,17,2.102719328
28,33,34.57142857,1,"[33, 33, 38, 31, 36, 30, 32, 34, 36, 40, 35, 40, 36, 32, 34, 36, 34, 33, 32, 39, 36, 36, 36, 36, 34, 33, 30, 36, 33, 32, 37, 33, 30, 39, 35]",35,18,2.725540575
28,31,33.27272727,1,"[36, 31, 29, 33, 35, 32, 35, 32, 37, 36, 39, 31, 40, 38, 33, 35, 31, 29, 29, 35, 32, 31, 33, 33, 29, 31, 29, 32, 36, 32, 33, 36, 35]",33,19,2.981953295
28,32,35.21428571,1,"[36, 29, 39, 33, 29, 38, 33, 34, 43, 40, 31, 44, 36, 32, 33, 31, 29, 42, 35, 38, 34, 41, 32, 39, 33, 38, 35, 29]",28,20,4.416778974
28,30,34.63333333,1,"[31, 37, 33, 38, 33, 37, 36, 32, 30, 30, 37, 36, 30, 30, 37, 45, 30, 30, 35, 43, 45, 41, 36, 30, 30, 30, 37, 36, 31, 33]",30,21,4.574919131
22,29,31.11764706,1,"[27, 30, 32, 30, 28, 30, 35, 31, 35, 30, 27, 27, 32, 28, 29, 36, 40, 33, 30, 33, 30, 30, 28, 34, 29, 29, 35, 39, 33, 30, 34, 32, 27, 25]",34,22,3.47078461
24,29,30.54285714,1,"[31, 26, 29, 30, 29, 29, 27, 30, 33, 28, 31, 31, 30, 28, 31, 28, 33, 30, 31, 29, 31, 32, 29, 38, 29, 31, 35, 36, 29, 26, 31, 29, 33, 34, 32]",35,23,2.627264929
26,31,32.55555556,1,"[33, 35, 28, 33, 31, 33, 32, 33, 36, 31, 28, 32, 34, 32, 35, 31, 31, 31, 30, 32, 32, 35, 31, 34, 32, 39, 33, 31, 29, 31, 33, 32, 32, 35, 35, 37]",36,24,2.335373258
21,28,29.82352941,1,"[30, 30, 35, 27, 28, 35, 29, 28, 31, 31, 23, 27, 24, 32, 28, 26, 29, 30, 29, 29, 40, 33, 31, 35, 26, 28, 31, 27, 34, 28, 34, 25, 33, 28]",34,25,3.605304074
23,25,27.88888889,1,"[27, 31, 24, 28, 32, 24, 24, 28, 28, 29, 28, 25, 27, 30, 26, 32, 24, 24, 28, 34, 31, 24, 25, 31, 27, 38, 24]",27,26,3.598432707
27,31,32.17647059,1,"[36, 32, 31, 30, 31, 31, 31, 35, 36, 31, 32, 28, 28, 32, 34, 31, 33, 30, 36, 32, 30, 34, 30, 34, 32, 34, 34, 35, 30, 33, 31, 34, 33, 30]",34,27,2.166838057
27,33,34.34285714,1,"[37, 38, 31, 36, 35, 31, 33, 36, 32, 35, 35, 32, 33, 35, 34, 38, 37, 33, 34, 37, 33, 37, 35, 33, 37, 29, 35, 32, 32, 38, 35, 36, 32, 35, 31]",35,28,2.33821019
25,32,34.32432432,1,"[35, 39, 31, 34, 33, 34, 30, 34, 31, 34, 35, 36, 40, 32, 33, 35, 36, 37, 34, 33, 34, 30, 34, 37, 31, 37, 35, 39, 35, 30, 32, 32, 32, 40, 35, 34, 37]",37,29,2.698292197
28,34,35.55172414,1,"[34, 34, 30, 39, 35, 34, 35, 33, 42, 36, 35, 35, 33, 40, 36, 32, 36, 33, 38, 34, 33, 40, 32, 36, 37, 37, 41, 34, 37]",29,30,2.87335303
28,33,34.36111111,1,"[33, 33, 33, 35, 36, 34, 34, 33, 33, 35, 34, 37, 36, 32, 34, 36, 35, 32, 36, 34, 34, 35, 34, 34, 37, 33, 33, 34, 33, 34, 34, 38, 34, 36, 36, 33]",36,31,1.457057265
28,33,34.69444444,1,"[31, 32, 37, 38, 35, 40, 41, 39, 33, 32, 33, 33, 35, 34, 34, 33, 35, 34, 33, 33, 36, 36, 33, 34, 30, 37, 34, 35, 37, 35, 32, 37, 32, 37, 36, 33]",36,32,2.505074216
27,31,32.52941176,1,"[32, 29, 32, 32, 33, 33, 34, 31, 36, 33, 36, 32, 36, 32, 31, 30, 32, 32, 31, 32, 32, 33, 29, 31, 31, 31, 34, 32, 33, 35, 31, 31, 37, 37]",34,33,2.063173403
24,29,31.39393939,1,"[37, 27, 29, 28, 34, 30, 33, 33, 28, 30, 33, 30, 36, 31, 33, 33, 32, 26, 29, 36, 32, 30, 29, 32, 26, 34, 28, 30, 34, 33, 33, 34, 33]",33,34,2.860718812
20,26,27.96428571,1,"[29, 32, 33, 24, 26, 27, 27, 29, 29, 26, 30, 29, 30, 32, 28, 27, 25, 28, 27, 26, 29, 30, 25, 30, 30, 25, 25, 25]",28,35,2.42643074
23,25,29.46666667,1,"[32, 28, 25, 33, 29, 36, 29, 34, 25, 29, 33, 29, 25, 25, 32, 32, 27, 25, 30, 34, 32, 31, 30, 25, 30, 25, 32, 26, 25, 36]",30,36,3.559671947
19,22,25.41176471,1,"[21, 22, 28, 23, 24, 31, 29, 25, 25, 24, 21, 26, 24, 24, 22, 32, 21, 27, 24, 30, 22, 22, 27, 25, 26, 23, 33, 28, 27, 30, 27, 29, 21, 21]",34,37,3.43879513
24,28,29.6,1,"[27, 26, 29, 29, 31, 31, 27, 31, 34, 30, 30, 30, 26, 27, 29, 28, 36, 31, 28, 28, 30, 30, 30, 31, 31, 27, 33, 30, 26, 27, 32, 31, 30, 30, 30]",35,38,2.264820471
21,24,26.83333333,1,"[28, 26, 26, 27, 23, 29, 24, 24, 31, 28, 23, 24, 26, 28, 33, 30, 24, 27, 24, 26, 25, 27, 26, 28, 25, 31, 29, 30, 24, 31, 24, 24, 27, 29, 29, 26]",36,39,2.613153541
23,27,29.20588235,1,"[30, 28, 30, 25, 28, 37, 28, 26, 33, 28, 29, 27, 29, 33, 29, 31, 27, 26, 27, 30, 31, 34, 29, 34, 31, 25, 29, 27, 26, 28, 30, 28, 32, 28]",34,40,2.760977119
20,21,24.64285714,1,"[21, 21, 29, 27, 28, 21, 21, 23, 26, 26, 29, 23, 21, 24, 32, 28, 25, 23, 21, 25, 28, 32, 27, 21, 23, 23, 21, 21]",28,41,3.487695681
25,28,29.63636364,1,"[32, 32, 28, 30, 29, 30, 28, 32, 32, 33, 28, 28, 27, 30, 32, 30, 28, 27, 29, 28, 30, 27, 27, 28, 32, 30, 33, 30, 32, 28, 30, 30, 28]",33,42,1.900956697
27,32,33.22857143,1,"[35, 32, 31, 36, 33, 31, 31, 37, 31, 34, 33, 32, 35, 33, 34, 37, 33, 34, 32, 38, 32, 37, 35, 33, 36, 29, 33, 30, 29, 34, 32, 33, 35, 32, 31]",35,43,2.276293611
28,33,33.86111111,1,"[36, 34, 36, 34, 33, 33, 32, 35, 31, 35, 34, 38, 36, 33, 33, 35, 34, 33, 34, 36, 31, 32, 35, 33, 33, 34, 34, 35, 31, 33, 33, 33, 38, 33, 32, 34]",36,44,1.709682974
27,34,36.89655172,1,"[34, 32, 29, 39, 35, 33, 37, 38, 38, 34, 34, 39, 43, 45, 38, 37, 39, 36, 43, 32, 32, 41, 36, 45, 32, 38, 39, 31, 41]",29,45,4.228684594
29,34,34.86111111,1,"[37, 33, 36, 35, 38, 36, 30, 35, 34, 35, 32, 34, 35, 34, 34, 37, 37, 33, 34, 37, 35, 38, 38, 34, 36, 31, 34, 30, 33, 38, 34, 39, 37, 36, 33, 33]",36,46,2.257087602
28,33,34.75,1,"[32, 34, 36, 38, 35, 34, 36, 41, 34, 36, 31, 34, 34, 33, 32, 34, 33, 31, 34, 37, 37, 34, 36, 33, 33, 37, 32, 34, 36, 34, 33, 38, 36, 38, 36, 35]",36,47,2.195775164
22,27,29.68571429,1,"[33, 25, 26, 26, 31, 38, 25, 31, 31, 32, 28, 29, 32, 26, 26, 32, 24, 31, 30, 34, 26, 33, 29, 24, 27, 31, 27, 33, 33, 31, 32, 30, 27, 35, 31]",35,48,3.410808327
25,27,31.21212121,1,"[35, 33, 26, 31, 36, 30, 31, 33, 35, 28, 34, 26, 36, 32, 31, 36, 33, 26, 27, 37, 27, 26, 26, 28, 26, 31, 26, 35, 35, 32, 34, 34, 34]",33,49,3.747979254
21,24,26.96296296,1,"[31, 23, 31, 23, 23, 28, 31, 32, 28, 26, 36, 26, 31, 26, 25, 23, 26, 26, 30, 28, 28, 25, 27, 23, 23, 26, 23]",27,50,3.447200441
25,27,29.48275862,1,"[27, 30, 27, 30, 27, 37, 29, 34, 27, 27, 33, 28, 27, 31, 33, 28, 28, 27, 34, 29, 30, 30, 27, 30, 27, 27, 30, 27, 34]",29,51,2.810956747
24,28,30.26470588,1,"[28, 31, 32, 31, 28, 27, 38, 32, 33, 29, 26, 30, 28, 33, 30, 31, 33, 33, 29, 33, 27, 26, 30, 32, 30, 28, 31, 32, 33, 35, 28, 30, 26, 26]",34,52,2.831733847
22,26,28.85714286,1,"[31, 25, 26, 34, 26, 25, 28, 30, 29, 31, 29, 28, 30, 25, 27, 26, 31, 31, 31, 27, 26, 31, 28, 32, 28, 24, 27, 36, 25, 24, 35, 31, 31, 33, 29]",35,53,3.135591296
22,26,27.91666667,0,"[26, 30, 30, 28, 24, 25, 28, 27, 29, 28, 24, 24, 31, 27, 27, 26, 24, 25, 25, 25, 26, 29, 30, 33, 29, 37, 27, 28, 25, 27, 29, 27, 33, 31, 35, 26]",36,54,3.138470965
23,26,29.44117647,1,"[26, 31, 34, 26, 26, 38, 27, 31, 35, 31, 27, 25, 28, 28, 29, 25, 26, 26, 27, 28, 34, 29, 29, 37, 31, 29, 26, 26, 32, 32, 31, 27, 33, 31]",34,55,3.465773572
22,24,28.10344828,1,"[29, 24, 27, 30, 28, 24, 27, 24, 29, 24, 32, 27, 24, 32, 31, 29, 29, 35, 24, 29, 28, 31, 30, 24, 31, 26, 29, 34, 24]",29,56,3.233141192
27,31,34.02941176,1,"[35, 31, 36, 33, 31, 35, 32, 38, 37, 35, 36, 31, 31, 36, 35, 35, 30, 32, 37, 35, 35, 31, 36, 35, 34, 37, 38, 35, 35, 36, 31, 29, 29, 35]",34,57,2.575941065
29,35,36.74285714,1,"[41, 40, 34, 36, 35, 35, 38, 41, 35, 34, 36, 35, 36, 37, 39, 39, 39, 34, 39, 43, 35, 40, 38, 37, 40, 32, 36, 34, 35, 39, 38, 33, 31, 37, 35]",35,58,2.768975784
28,33,35.18918919,1,"[40, 37, 33, 36, 35, 34, 34, 38, 31, 34, 37, 36, 39, 35, 35, 32, 38, 36, 37, 36, 36, 31, 33, 33, 37, 32, 38, 36, 35, 35, 32, 36, 31, 37, 32, 38, 37]",37,59,2.390232878
30,36,36.96551724,1,"[37, 35, 32, 33, 42, 36, 35, 43, 37, 38, 39, 36, 40, 36, 35, 37, 36, 36, 36, 36, 37, 41, 35, 38, 38, 37, 38, 36, 37]",29,60,2.382716916
30,35,36.25,1,"[35, 38, 38, 36, 38, 35, 33, 34, 37, 39, 38, 35, 38, 35, 36, 36, 37, 33, 39, 36, 38, 38, 37, 36, 38, 35, 35, 34, 34, 37, 38, 41, 33, 37, 36, 32]",36,61,2.019547333
27,33,35.22222222,1,"[34, 35, 37, 37, 35, 31, 34, 40, 37, 35, 35, 38, 33, 38, 33, 32, 36, 32, 34, 32, 33, 37, 35, 38, 32, 37, 33, 34, 36, 35, 33, 40, 35, 38, 38, 36]",36,62,2.3435152
27,31,32.62857143,1,"[33, 30, 31, 31, 38, 32, 32, 33, 30, 35, 33, 32, 34, 33, 29, 31, 32, 33, 29, 34, 34, 37, 32, 29, 33, 36, 29, 34, 34, 32, 35, 31, 31, 36, 34]",35,63,2.276293611
27,32,33.33333333,1,"[38, 31, 32, 31, 36, 35, 35, 32, 32, 32, 36, 32, 38, 37, 30, 32, 34, 29, 29, 35, 36, 35, 35, 33, 29, 32, 29, 36, 35, 33, 35, 32, 34]",33,64,2.606082629
25,29,30.89285714,1,"[37, 31, 33, 31, 26, 36, 30, 34, 35, 31, 33, 32, 33, 26, 29, 26, 28, 31, 30, 31, 32, 36, 31, 32, 28, 26, 31, 26]",28,65,3.189558029
25,27,31.63333333,1,"[33, 33, 27, 36, 33, 38, 32, 31, 27, 27, 27, 29, 27, 27, 34, 32, 33, 34, 29, 40, 42, 32, 34, 37, 28, 27, 27, 28, 30, 35]",30,66,4.222136519
28,33,33.82352941,1,"[33, 35, 34, 33, 33, 32, 36, 33, 35, 34, 30, 33, 33, 35, 31, 35, 30, 35, 34, 33, 33, 32, 34, 36, 37, 34, 37, 37, 36, 37, 39, 30, 31, 30]",34,67,2.302443869
30,35,36.31428571,1,"[32, 32, 34, 36, 33, 35, 32, 33, 39, 39, 37, 40, 35, 39, 36, 38, 37, 36, 38, 34, 37, 38, 36, 36, 38, 34, 39, 36, 35, 33, 42, 38, 37, 38, 39]",35,68,2.494363394
25,30,32.16666667,1,"[33, 36, 33, 33, 27, 32, 32, 30, 39, 29, 28, 29, 33, 30, 37, 32, 29, 32, 28, 30, 31, 35, 35, 30, 34, 39, 32, 33, 28, 33, 37, 33, 30, 33, 30, 33]",36,69,3.018987531
30,34,35.91176471,1,"[36, 37, 40, 36, 33, 41, 39, 38, 39, 36, 32, 33, 36, 35, 34, 35, 33, 36, 34, 36, 37, 34, 37, 39, 37, 33, 33, 33, 34, 37, 36, 36, 39, 37]",34,70,2.301088636
25,26,30.82758621,1,"[28, 35, 26, 31, 34, 26, 26, 31, 32, 26, 32, 31, 26, 33, 35, 37, 30, 35, 26, 30, 32, 39, 30, 26, 31, 31, 31, 38, 26]",29,71,3.89201532
30,34,35.73529412,1,"[41, 38, 36, 34, 33, 40, 36, 35, 40, 36, 37, 35, 33, 35, 36, 34, 35, 34, 35, 33, 36, 36, 35, 33, 36, 38, 39, 35, 35, 37, 35, 34, 34, 36]",34,72,2.049520617
26,32,34.28571429,1,"[39, 37, 32, 38, 33, 33, 32, 40, 30, 34, 35, 34, 37, 32, 35, 37, 38, 33, 31, 40, 35, 36, 33, 36, 37, 28, 32, 31, 32, 34, 36, 33, 29, 34, 34]",35,73,2.956263824
25,29,30.59459459,1,"[27, 31, 30, 31, 31, 27, 30, 34, 30, 29, 31, 33, 34, 28, 30, 32, 33, 31, 33, 30, 30, 27, 29, 32, 31, 30, 29, 33, 31, 29, 31, 33, 27, 29, 31, 33, 32]",37,74,1.964397836
29,33,35.13793103,1,"[31, 35, 31, 32, 35, 35, 34, 39, 40, 35, 35, 34, 37, 39, 36, 39, 35, 31, 37, 35, 31, 36, 33, 34, 40, 36, 40, 32, 32]",29,75,2.87506693
33,37,38.45714286,1,"[38, 39, 38, 37, 40, 38, 35, 40, 36, 39, 35, 41, 37, 39, 39, 39, 38, 37, 40, 38, 37, 43, 41, 41, 38, 38, 36, 37, 44, 35, 39, 39, 39, 38, 38]",35,76,2.034162021
29,33,34.58333333,1,"[34, 36, 36, 35, 35, 33, 37, 37, 34, 33, 34, 34, 36, 38, 32, 34, 36, 32, 33, 33, 34, 37, 32, 33, 33, 37, 37, 36, 35, 34, 35, 36, 33, 35, 36, 30]",36,77,1.826393793
28,32,33.42857143,1,"[36, 32, 33, 30, 33, 33, 31, 33, 34, 37, 36, 35, 33, 31, 36, 36, 30, 33, 34, 35, 33, 34, 33, 36, 33, 33, 33, 33, 32, 32, 31, 31, 30, 37, 38]",35,78,2.118347223
31,35,38.15151515,1,"[42, 35, 40, 35, 41, 41, 37, 34, 41, 33, 40, 36, 44, 42, 37, 40, 37, 32, 35, 43, 39, 38, 35, 40, 32, 36, 34, 36, 40, 43, 44, 38, 39]",33,79,3.456164892
25,29,29.82142857,1,"[33, 29, 33, 29, 30, 27, 27, 31, 31, 32, 31, 30, 29, 31, 29, 26, 26, 28, 30, 30, 31, 34, 31, 33, 31, 26, 31, 26]",28,80,2.310260069
24,28,30.83333333,1,"[31, 34, 26, 33, 29, 31, 28, 31, 31, 33, 29, 31, 38, 26, 30, 35, 31, 42, 26, 29, 30, 38, 30, 26, 28, 26, 27, 26, 32, 38]",30,81,4.152965981
27,31,32.08823529,1,"[31, 32, 31, 29, 29, 33, 35, 31, 35, 31, 29, 31, 32, 33, 31, 34, 38, 33, 31, 35, 29, 29, 31, 32, 32, 35, 34, 37, 31, 29, 36, 31, 32, 29]",34,82,2.441654271
29,33,34.28571429,1,"[32, 31, 34, 35, 32, 32, 34, 34, 39, 34, 34, 34, 34, 33, 34, 35, 35, 35, 33, 34, 37, 35, 33, 34, 34, 32, 34, 35, 32, 36, 37, 33, 35, 37, 38]",35,83,1.791670738
29,33,34.22222222,1,"[36, 36, 34, 36, 31, 34, 33, 32, 35, 35, 32, 32, 33, 35, 35, 33, 33, 33, 32, 35, 36, 36, 38, 32, 35, 39, 33, 31, 32, 34, 33, 34, 35, 37, 37, 35]",36,84,1.958295339
28,33,35.82352941,1,"[36, 40, 40, 30, 33, 42, 39, 35, 37, 36, 30, 33, 37, 37, 33, 36, 31, 33, 33, 37, 37, 36, 37, 43, 40, 33, 38, 35, 35, 33, 35, 35, 35, 38]",34,85,3.11857182
29,31,34.44827586,1,"[36, 34, 31, 34, 36, 31, 31, 31, 34, 31, 38, 35, 31, 32, 42, 42, 36, 40, 31, 36, 40, 36, 38, 31, 33, 35, 32, 31, 31]",29,86,3.521223477
31,35,36.82352941,1,"[41, 37, 36, 36, 37, 37, 38, 42, 42, 37, 38, 37, 38, 40, 37, 37, 33, 33, 39, 34, 34, 35, 34, 36, 37, 41, 36, 40, 35, 36, 34, 36, 33, 36]",34,87,2.492055112
26,34,36.2,1,"[44, 37, 34, 40, 36, 37, 36, 39, 32, 41, 37, 36, 37, 32, 40, 39, 40, 31, 38, 42, 35, 37, 36, 40, 34, 32, 35, 32, 29, 37, 39, 32, 29, 38, 34]",35,88,3.620204739
29,35,36.37837838,1,"[40, 35, 35, 37, 35, 38, 37, 38, 31, 35, 38, 34, 41, 34, 39, 35, 37, 37, 39, 39, 39, 31, 38, 34, 37, 36, 36, 37, 38, 35, 36, 34, 38, 39, 35, 34, 35]",37,89,2.289485039
35,40,42.65517241,1,"[42, 42, 37, 41, 41, 43, 41, 43, 44, 41, 45, 44, 43, 47, 38, 40, 46, 44, 50, 39, 39, 47, 44, 45, 39, 43, 50, 40, 39]",29,90,3.319594016
27,32,33,1,"[32, 32, 30, 35, 37, 34, 32, 31, 31, 32, 37, 37, 31, 32, 34, 32, 32, 32, 36, 31, 33, 35, 33, 35, 32, 34, 32, 34, 33, 35, 32, 32, 32, 32, 31]",35,91,1.878672873
28,33,34.72222222,1,"[32, 35, 40, 38, 35, 34, 38, 35, 37, 34, 31, 36, 32, 35, 32, 31, 32, 35, 34, 35, 37, 35, 38, 36, 29, 36, 35, 33, 38, 32, 32, 35, 34, 38, 37, 34]",36,92,2.468210585
25,31,33.6,1,"[36, 31, 29, 29, 36, 36, 31, 32, 33, 39, 36, 36, 37, 37, 29, 35, 33, 33, 39, 35, 33, 34, 33, 27, 31, 32, 30, 38, 30, 32, 37, 31, 31, 39, 36]",35,93,3.237646204
26,30,32.27272727,1,"[38, 30, 28, 32, 37, 34, 31, 31, 35, 32, 38, 33, 40, 33, 31, 31, 32, 28, 29, 37, 31, 31, 29, 31, 28, 32, 29, 29, 30, 34, 33, 36, 32]",33,94,3.15508248
27,31,33.07142857,1,"[36, 31, 34, 31, 29, 35, 33, 36, 40, 36, 33, 33, 31, 31, 31, 29, 32, 32, 35, 32, 35, 42, 30, 36, 32, 29, 33, 29]",28,95,3.19639347
23,24,28.03333333,1,"[24, 28, 24, 31, 29, 27, 29, 28, 24, 28, 27, 28, 24, 24, 35, 34, 33, 26, 24, 33, 35, 30, 29, 25, 27, 24, 29, 24, 28, 30]",30,96,3.468909531
20,25,27.88235294,1,"[28, 28, 31, 25, 30, 26, 32, 32, 30, 25, 22, 26, 28, 28, 24, 25, 22, 31, 25, 32, 22, 26, 26, 27, 33, 29, 32, 36, 26, 33, 32, 29, 25, 22]",34,97,3.682593831
23,27,28.77142857,1,"[26, 25, 27, 29, 28, 25, 28, 26, 31, 31, 29, 32, 30, 27, 29, 26, 29, 32, 29, 30, 30, 28, 29, 26, 31, 26, 27, 30, 25, 31, 33, 28, 31, 32, 31]",35,98,2.289178048
27,32,33.88888889,1,"[32, 32, 35, 36, 32, 31, 35, 36, 38, 33, 29, 34, 35, 34, 40, 34, 30, 35, 29, 32, 33, 32, 37, 33, 34, 38, 36, 35, 31, 32, 32, 31, 34, 37, 37, 36]",36,99,2.616188916
26,31,33.76470588,1,"[35, 34, 37, 31, 35, 43, 36, 34, 36, 34, 29, 32, 33, 37, 29, 33, 29, 30, 31, 35, 37, 30, 33, 39, 30, 31, 28, 33, 30, 34, 38, 38, 36, 38]",34,100,3.499426997
27,29,31.96551724,1,"[32, 31, 31, 31, 35, 29, 29, 30, 29, 37, 35, 34, 29, 34, 29, 38, 29, 37, 29, 30, 36, 37, 38, 29, 31, 29, 31, 29, 29]",29,101,3.278531451
35,38,38.82352941,1,"[43, 39, 38, 37, 39, 40, 40, 42, 42, 39, 40, 39, 36, 38, 40, 39, 36, 38, 42, 38, 37, 37, 38, 39, 39, 38, 42, 37, 39, 40, 36, 39, 36, 38]",34,102,1.866297392
30,35,37.02857143,1,"[40, 39, 34, 36, 37, 35, 34, 43, 38, 35, 37, 34, 35, 33, 40, 39, 43, 37, 37, 41, 37, 44, 36, 39, 37, 37, 38, 34, 32, 37, 36, 35, 32, 40, 35]",35,103,2.985117145
28,33,34.64864865,1,"[30, 34, 34, 39, 34, 32, 37, 36, 31, 35, 37, 40, 39, 33, 32, 35, 36, 33, 36, 34, 37, 30, 34, 36, 30, 36, 36, 35, 36, 33, 36, 35, 33, 37, 34, 33, 34]",37,104,2.429177001
27,33,35.5862069,1,"[33, 36, 33, 35, 38, 36, 40, 40, 31, 35, 38, 32, 34, 43, 30, 34, 34, 34, 40, 32, 29, 35, 39, 36, 36, 41, 39, 36, 33]",29,105,3.43840953
28,33,34.36111111,1,"[30, 34, 32, 33, 37, 33, 31, 33, 33, 34, 31, 33, 38, 33, 34, 37, 35, 36, 33, 38, 33, 36, 39, 35, 39, 32, 34, 34, 33, 32, 34, 39, 37, 33, 36, 33]",36,106,2.392282565
31,36,36.72222222,1,"[35, 38, 39, 39, 37, 37, 38, 38, 37, 37, 34, 36, 35, 40, 36, 38, 38, 36, 34, 35, 35, 38, 35, 37, 35, 38, 38, 36, 38, 37, 36, 38, 34, 36, 38, 36]",36,107,1.542004468
29,34,35.31428571,1,"[34, 33, 34, 34, 41, 31, 34, 33, 34, 38, 39, 36, 36, 34, 35, 38, 31, 39, 36, 35, 36, 36, 38, 31, 35, 38, 33, 40, 32, 35, 35, 33, 34, 37, 38]",35,108,2.564135315
29,32,34.54545455,1,"[36, 32, 35, 32, 39, 36, 34, 33, 40, 33, 41, 34, 43, 34, 34, 36, 32, 30, 30, 36, 34, 33, 32, 31, 30, 30, 33, 34, 39, 34, 36, 36, 38]",33,109,3.260472637
23,29,30.53571429,1,"[31, 32, 30, 31, 25, 38, 30, 31, 29, 30, 27, 33, 32, 35, 29, 27, 31, 35, 32, 35, 32, 25, 29, 32, 32, 25, 31, 26]",28,110,3.225846347
25,27,29.3,1,"[31, 27, 27, 36, 30, 34, 29, 32, 27, 27, 27, 29, 27, 27, 31, 29, 27, 27, 27, 34, 30, 33, 30, 27, 30, 27, 33, 27, 27, 30]",30,111,2.667169493
21,27,28.91176471,1,"[29, 27, 29, 28, 28, 28, 30, 24, 33, 27, 24, 26, 30, 26, 24, 30, 28, 34, 27, 34, 29, 28, 27, 36, 28, 28, 38, 28, 30, 33, 33, 30, 25, 24]",34,112,3.440997451
