anchor,jnd,mean,normality,samples,samples_no,sequence_index,standard_deviation
24,29,31.15625,1,"[31, 29, 33, 28, 31, 34, 33, 28, 35, 35, 32, 30, 28, 30, 32, 34, 29, 29, 31, 30, 30, 34, 29, 35, 30, 34, 27, 33, 31, 33, 29, 30]",32,28,2.343272801
23,29,29.75,1,"[31, 28, 27, 32, 35, 30, 32, 27, 30, 34, 32, 34, 25, 32, 31, 29, 30, 30, 30, 26, 25, 25, 29, 29, 29, 30, 26, 37, 30, 29, 29, 29]",32,29,2.884888325
27,31,32.36363636,1,"[35, 33, 29, 35, 32, 32, 29, 32, 30, 34, 32, 32, 32, 35, 32, 31, 33, 32, 32, 30, 31, 38, 29, 31, 34, 38, 31, 32, 33, 33, 32, 29, 35]",33,30,2.261335084
26,30,31.74285714,1,"[28, 35, 30, 31, 28, 36, 34, 31, 31, 34, 28, 30, 36, 29, 33, 31, 33, 33, 28, 28, 34, 31, 28, 28, 32, 38, 32, 29, 31, 37, 36, 30, 36, 31, 31]",35,31,2.9539889
25,29,31.35294118,1,"[27, 35, 36, 37, 30, 34, 30, 28, 30, 29, 27, 30, 38, 33, 30, 30, 30, 33, 32, 29, 36, 29, 33, 29, 31, 27, 27, 31, 35, 30, 40, 31, 29, 30]",34,32,3.33832069
25,29,30.65714286,1,"[34, 30, 33, 29, 30, 36, 31, 27, 28, 32, 28, 27, 28, 31, 29, 29, 29, 32, 30, 35, 31, 31, 31, 35, 30, 27, 30, 36, 34, 29, 33, 32, 28, 29, 29]",35,33,2.566100924
26,28,29.79411765,1,"[29, 30, 29, 33, 30, 33, 30, 27, 30, 34, 29, 30, 31, 28, 27, 27, 27, 27, 27, 32, 32, 31, 30, 35, 31, 29, 27, 29, 31, 30, 29, 33, 28, 28]",34,34,2.198889689
20,25,27.35483871,1,"[24, 27, 26, 30, 23, 32, 35, 27, 27, 25, 24, 24, 23, 25, 30, 27, 28, 29, 30, 30, 21, 28, 22, 27, 30, 28, 35, 32, 27, 24, 28]",31,35,3.488537297
24,28,29.75,1,"[31, 28, 33, 31, 26, 30, 26, 31, 29, 31, 32, 31, 29, 32, 30, 28, 32, 29, 26, 31, 30, 35, 26, 29, 32, 28, 32, 30, 30, 28, 27, 29]",32,36,2.214322878
14,23,26.05555556,1,"[23, 31, 26, 31, 22, 26, 24, 21, 23, 32, 20, 30, 25, 25, 28, 26, 28, 30, 22, 29, 23, 22, 23, 28, 25, 26, 25, 26, 26, 31, 23, 33, 24, 33, 26, 22]",36,37,3.561255352
22,27,29.22222222,1,"[27, 31, 31, 32, 26, 29, 34, 33, 35, 28, 33, 31, 33, 29, 29, 31, 25, 27, 29, 29, 28, 27, 24, 24, 27, 26, 25, 28, 33, 31, 30, 29, 31, 30, 28, 29]",36,38,2.819433693
15,24,26.37142857,0,"[25, 27, 27, 28, 28, 20, 23, 34, 26, 27, 28, 23, 25, 24, 29, 26, 23, 25, 27, 23, 34, 25, 21, 26, 28, 23, 34, 27, 22, 27, 23, 37, 27, 26, 25]",35,39,3.758016641
16,27,28.16666667,1,"[30, 27, 28, 34, 29, 29, 32, 23, 32, 27, 34, 28, 32, 31, 30, 24, 29, 27, 23, 28, 27, 27, 27, 31, 29, 28, 26, 26, 33, 27, 33, 24, 25, 22, 27, 25]",36,40,3.166791977
24,30,31.53125,1,"[32, 28, 31, 33, 34, 32, 31, 31, 30, 25, 34, 36, 32, 33, 32, 36, 28, 35, 31, 30, 30, 25, 30, 28, 31, 40, 27, 36, 32, 29, 33, 34]",32,41,3.26253785
14,23,25.96969697,1,"[27, 30, 23, 32, 31, 20, 26, 25, 34, 19, 19, 36, 24, 16, 26, 33, 25, 16, 29, 24, 31, 23, 26, 26, 27, 21, 25, 23, 31, 29, 33, 26, 21]",33,42,5.095861363
22,26,28.1875,1,"[30, 28, 29, 26, 27, 31, 31, 24, 27, 30, 30, 25, 25, 28, 29, 32, 24, 25, 28, 29, 24, 34, 25, 30, 27, 27, 28, 30, 25, 31, 33, 30]",32,43,2.729025585
22,27,28.5,1,"[30, 25, 25, 28, 34, 30, 28, 30, 29, 32, 28, 30, 24, 30, 30, 27, 36, 30, 30, 29, 24, 24, 29, 30, 28, 28, 24, 34, 25, 28, 27, 26]",32,44,3.005371535
14,23,26.11111111,1,"[25, 26, 26, 33, 25, 27, 21, 20, 21, 33, 20, 32, 28, 24, 23, 30, 24, 27, 28, 25, 23, 26, 25, 39, 21, 29, 27, 22, 25, 30, 23, 27, 18, 31, 26, 30]",36,45,4.354162395
26,30,31.97142857,1,"[27, 34, 30, 33, 36, 37, 37, 30, 27, 35, 27, 31, 33, 32, 29, 30, 38, 33, 30, 30, 37, 28, 28, 30, 33, 31, 34, 27, 28, 38, 34, 31, 34, 33, 34]",35,46,3.347393317
23,26,29.55882353,1,"[24, 34, 34, 34, 25, 31, 24, 26, 31, 30, 33, 30, 34, 31, 28, 31, 24, 26, 31, 29, 34, 25, 29, 34, 35, 26, 25, 28, 27, 24, 38, 30, 31, 29]",34,47,3.815369051
24,27,30.51428571,1,"[35, 30, 33, 30, 32, 36, 26, 26, 29, 33, 27, 26, 30, 31, 27, 29, 27, 36, 28, 37, 35, 28, 37, 26, 36, 26, 26, 31, 30, 33, 33, 32, 26, 27, 34]",35,48,3.705095288
22,25,30,1,"[36, 30, 34, 33, 30, 38, 24, 24, 26, 32, 24, 25, 31, 34, 28, 30, 24, 24, 36, 38, 33, 26, 37, 27, 30, 25, 24, 35, 34, 33, 32, 25, 25, 33]",34,49,4.696871944
23,28,29.61290323,1,"[30, 29, 28, 36, 26, 32, 34, 35, 29, 30, 30, 28, 29, 26, 29, 25, 30, 32, 29, 29, 25, 33, 25, 28, 27, 31, 34, 32, 29, 27, 31]",31,50,2.91750372
24,28,29.60606061,1,"[32, 30, 27, 27, 29, 28, 27, 30, 28, 33, 32, 29, 31, 34, 31, 26, 31, 26, 26, 26, 29, 32, 28, 29, 31, 33, 28, 32, 32, 33, 30, 27, 30]",33,51,2.384053716
19,26,29.69444444,1,"[28, 34, 27, 32, 26, 32, 23, 24, 22, 36, 23, 34, 29, 29, 38, 33, 25, 30, 24, 29, 24, 29, 29, 37, 30, 33, 32, 28, 26, 33, 30, 35, 23, 34, 32, 36]",36,52,4.458183131
23,29,31.27777778,1,"[29, 34, 35, 34, 29, 32, 37, 34, 35, 29, 34, 33, 32, 25, 28, 32, 37, 29, 32, 31, 31, 30, 25, 27, 27, 27, 28, 31, 38, 31, 32, 30, 30, 35, 29, 34]",36,53,3.300312636
26,30,32.02857143,1,"[32, 38, 34, 29, 32, 28, 33, 33, 32, 38, 34, 27, 29, 27, 31, 30, 29, 34, 34, 33, 39, 32, 33, 31, 30, 31, 38, 30, 30, 30, 31, 38, 27, 31, 33]",35,54,3.24024068
20,30,32,1,"[33, 34, 33, 37, 32, 34, 36, 29, 37, 32, 34, 33, 35, 29, 30, 30, 35, 33, 26, 34, 35, 30, 30, 30, 37, 36, 30, 26, 31, 29, 29, 33, 29, 30, 33, 28]",36,55,3.014251862
28,31,32.06451613,1,"[35, 31, 32, 32, 29, 34, 33, 32, 31, 32, 33, 33, 30, 31, 33, 32, 31, 31, 36, 32, 32, 29, 32, 32, 31, 31, 35, 29, 32, 33, 35]",31,56,1.730808749
27,32,34.06060606,1,"[32, 40, 34, 35, 33, 34, 35, 34, 37, 36, 31, 38, 32, 28, 36, 35, 34, 28, 29, 36, 38, 38, 34, 35, 33, 35, 31, 33, 38, 31, 31, 34, 36]",33,57,2.925527665
25,32,33.78125,1,"[34, 30, 35, 37, 35, 37, 35, 28, 40, 38, 34, 32, 32, 36, 38, 38, 33, 33, 30, 32, 31, 36, 32, 36, 36, 36, 30, 35, 27, 37, 29, 29]",32,58,3.328608883
26,31,33.375,1,"[34, 31, 32, 33, 37, 34, 31, 33, 31, 36, 36, 36, 28, 31, 35, 36, 37, 34, 34, 30, 28, 31, 36, 38, 35, 36, 30, 31, 34, 35, 34, 31]",32,59,2.673043451
25,31,32.86111111,1,"[34, 33, 37, 32, 30, 35, 39, 32, 38, 31, 31, 30, 35, 35, 32, 33, 35, 32, 34, 30, 32, 35, 27, 31, 30, 27, 32, 33, 36, 37, 30, 32, 30, 35, 34, 34]",36,60,2.799518099
28,33,34.08571429,1,"[30, 35, 33, 35, 34, 37, 39, 33, 32, 35, 32, 34, 37, 30, 36, 36, 34, 30, 33, 30, 38, 33, 32, 37, 33, 34, 37, 31, 35, 37, 38, 34, 34, 32, 33]",35,61,2.477800597
26,31,33.5,1,"[31, 31, 34, 35, 31, 37, 30, 32, 34, 34, 33, 32, 37, 37, 35, 37, 28, 31, 38, 30, 37, 28, 34, 37, 31, 29, 31, 38, 39, 31, 37, 35, 31, 34]",34,62,3.13581462
30,34,35.25714286,1,"[34, 34, 34, 36, 32, 37, 32, 31, 35, 39, 38, 37, 36, 35, 34, 33, 34, 35, 32, 41, 39, 35, 38, 35, 33, 33, 36, 40, 35, 37, 35, 38, 33, 34, 34]",35,63,2.417374088
28,31,32.44117647,1,"[32, 30, 32, 33, 29, 37, 34, 29, 31, 32, 34, 31, 31, 32, 30, 33, 32, 29, 36, 37, 38, 32, 38, 34, 29, 31, 30, 29, 34, 32, 34, 34, 32, 32]",34,64,2.572478777
23,28,30.83870968,1,"[27, 36, 32, 37, 25, 35, 32, 27, 31, 34, 27, 31, 30, 28, 28, 28, 30, 35, 30, 30, 25, 34, 26, 34, 32, 27, 41, 36, 29, 27, 32]",31,65,3.916603752
25,30,32.15151515,1,"[33, 33, 27, 27, 27, 31, 30, 34, 30, 38, 32, 34, 34, 39, 30, 30, 33, 31, 32, 31, 33, 40, 28, 27, 36, 40, 27, 39, 31, 29, 30, 30, 35]",33,66,3.873961249
28,33,34.27777778,1,"[33, 36, 32, 36, 33, 36, 32, 32, 33, 37, 33, 36, 37, 33, 32, 33, 33, 36, 33, 36, 32, 32, 34, 36, 33, 34, 36, 33, 32, 40, 33, 38, 33, 38, 33, 35]",36,67,2.119448865
29,34,35.55555556,1,"[37, 35, 36, 35, 33, 34, 37, 40, 40, 34, 39, 37, 37, 34, 32, 36, 41, 34, 36, 37, 32, 36, 31, 36, 31, 33, 31, 35, 41, 37, 34, 34, 35, 38, 37, 35]",36,68,2.666666667
30,32,34.6,1,"[33, 37, 35, 36, 37, 32, 31, 32, 32, 35, 37, 31, 35, 33, 35, 36, 32, 35, 37, 36, 41, 33, 33, 35, 31, 31, 42, 38, 32, 37, 29, 41, 37, 33, 31]",35,69,3.126734813
30,34,35.74285714,1,"[36, 38, 36, 39, 33, 38, 38, 32, 37, 36, 36, 36, 36, 37, 34, 36, 36, 31, 36, 37, 33, 33, 37, 37, 37, 34, 33, 35, 34, 40, 34, 35, 38, 37, 36]",35,70,2.034162021
30,35,36.375,1,"[44, 35, 34, 35, 40, 37, 36, 34, 38, 32, 36, 34, 40, 37, 36, 39, 35, 37, 38, 37, 34, 31, 38, 32, 34, 38, 35, 40, 36, 37, 35, 40]",32,71,2.756224627
31,35,36.03030303,1,"[35, 39, 35, 36, 38, 36, 33, 36, 39, 39, 34, 40, 35, 32, 38, 35, 37, 32, 33, 37, 37, 39, 35, 36, 37, 35, 34, 36, 34, 36, 38, 36, 37]",33,72,2.068889323
23,29,31.9375,1,"[32, 30, 31, 37, 28, 37, 35, 27, 36, 36, 34, 29, 29, 31, 34, 35, 29, 30, 27, 33, 29, 41, 30, 35, 31, 29, 30, 35, 30, 32, 31, 29]",32,73,3.369095791
24,30,31.59375,1,"[31, 30, 28, 32, 39, 28, 29, 31, 30, 33, 31, 31, 32, 33, 33, 30, 40, 29, 31, 38, 33, 30, 36, 34, 33, 35, 30, 27, 28, 31, 27, 28]",32,74,3.290841396
27,32,34.08571429,1,"[31, 38, 35, 30, 38, 32, 33, 32, 37, 37, 37, 30, 32, 32, 33, 34, 36, 36, 34, 32, 43, 32, 31, 32, 29, 34, 37, 35, 30, 35, 32, 42, 36, 35, 31]",35,75,3.266329371
31,35,37.22857143,1,"[32, 38, 35, 40, 37, 41, 44, 37, 35, 39, 33, 34, 42, 43, 37, 40, 39, 37, 33, 32, 35, 38, 36, 36, 33, 36, 38, 38, 35, 41, 37, 37, 41, 36, 38]",35,76,3.03979212
26,28,30.32352941,1,"[30, 27, 32, 32, 27, 33, 27, 31, 30, 29, 29, 30, 33, 33, 30, 32, 28, 30, 32, 27, 35, 27, 34, 28, 35, 27, 29, 28, 30, 30, 33, 31, 30, 32]",34,77,2.395963629
29,33,35.02857143,1,"[35, 35, 39, 31, 37, 40, 34, 31, 33, 39, 36, 36, 34, 31, 35, 32, 32, 37, 32, 37, 37, 36, 42, 33, 37, 32, 36, 34, 33, 34, 35, 40, 31, 37, 33]",35,78,2.864444452
32,36,38.12121212,0,"[41, 36, 39, 37, 42, 44, 36, 34, 36, 39, 37, 37, 36, 37, 37, 35, 36, 37, 45, 46, 40, 38, 43, 39, 39, 35, 34, 35, 37, 40, 37, 37, 37]",33,79,3.059386946
23,29,30,1,"[30, 31, 30, 32, 25, 32, 31, 31, 29, 27, 29, 28, 30, 32, 29, 29, 33, 32, 29, 29, 25, 34, 29, 28, 31, 30, 35, 30, 28, 30, 32]",31,80,2.250925735
25,29,29.78787879,1,"[30, 30, 29, 29, 27, 28, 26, 28, 31, 30, 32, 29, 31, 36, 27, 26, 29, 27, 29, 29, 35, 33, 30, 30, 31, 35, 29, 30, 30, 30, 29, 27, 31]",33,81,2.407768362
24,29,30.33333333,1,"[29, 33, 28, 29, 29, 35, 29, 26, 30, 34, 28, 31, 30, 28, 34, 34, 28, 31, 29, 31, 27, 29, 31, 37, 31, 30, 28, 27, 28, 35, 29, 30, 29, 32, 31, 32]",36,82,2.574601217
27,31,32.58333333,1,"[32, 34, 33, 33, 31, 33, 34, 35, 36, 31, 32, 34, 33, 32, 31, 33, 35, 31, 32, 32, 31, 33, 29, 29, 30, 30, 31, 32, 37, 35, 35, 30, 32, 35, 34, 33]",36,83,1.947525903
27,33,34.68571429,1,"[33, 39, 36, 34, 36, 32, 33, 35, 35, 35, 36, 32, 31, 33, 35, 34, 35, 35, 34, 36, 40, 34, 34, 35, 37, 33, 36, 33, 32, 35, 36, 38, 34, 35, 33]",35,84,1.951943655
31,34,36.13888889,1,"[33, 37, 36, 38, 34, 39, 38, 34, 39, 34, 39, 34, 38, 40, 36, 37, 34, 37, 32, 36, 34, 36, 36, 40, 36, 35, 33, 33, 41, 37, 40, 37, 34, 32, 37, 35]",36,85,2.427847698
32,35,37.375,1,"[43, 33, 40, 36, 39, 39, 36, 35, 35, 36, 40, 36, 40, 42, 39, 38, 33, 36, 40, 40, 36, 33, 38, 34, 35, 42, 33, 40, 35, 35, 33, 46]",32,86,3.338436953
34,38,39.03030303,1,"[37, 40, 39, 39, 43, 39, 39, 36, 42, 39, 39, 45, 37, 36, 42, 39, 39, 36, 37, 38, 40, 36, 40, 42, 39, 39, 39, 37, 40, 40, 38, 39, 38]",33,87,2.083939306
25,33,34.96875,1,"[37, 29, 30, 36, 37, 38, 39, 31, 35, 33, 36, 34, 35, 35, 34, 40, 33, 30, 42, 40, 30, 40, 34, 38, 33, 39, 32, 39, 30, 32, 35, 33]",32,88,3.542227976
25,30,31.0625,1,"[33, 27, 30, 30, 35, 34, 31, 27, 31, 36, 31, 37, 29, 32, 34, 34, 35, 30, 31, 30, 27, 27, 32, 30, 30, 30, 31, 28, 31, 30, 30, 31]",32,89,2.614321598
30,36,37.97222222,1,"[36, 36, 37, 42, 35, 41, 41, 34, 41, 38, 43, 36, 43, 43, 40, 36, 37, 38, 35, 38, 40, 35, 35, 44, 37, 38, 36, 35, 37, 36, 41, 38, 39, 31, 40, 35]",36,90,3.037725758
27,31,33.91428571,1,"[29, 34, 38, 35, 35, 43, 43, 34, 31, 41, 29, 34, 37, 32, 29, 37, 32, 34, 32, 32, 34, 31, 32, 30, 31, 30, 32, 29, 38, 34, 37, 29, 37, 32, 40]",35,91,3.943508654
25,29,30.97058824,1,"[32, 27, 34, 32, 30, 33, 27, 30, 30, 27, 28, 30, 37, 38, 29, 32, 28, 36, 29, 30, 35, 29, 32, 32, 32, 29, 29, 33, 29, 27, 35, 30, 30, 32]",34,92,2.907516842
29,33,34.11428571,1,"[37, 31, 36, 33, 38, 37, 30, 33, 34, 34, 36, 33, 33, 35, 34, 31, 31, 34, 36, 40, 34, 34, 38, 35, 32, 32, 36, 32, 34, 34, 34, 36, 32, 33, 32]",35,93,2.272229128
27,30,32.26470588,1,"[33, 33, 34, 32, 34, 35, 28, 28, 30, 33, 34, 32, 30, 32, 33, 30, 29, 28, 36, 36, 36, 33, 37, 34, 28, 30, 32, 34, 32, 34, 33, 30, 33, 31]",34,94,2.4900873
25,30,32.09677419,1,"[32, 32, 34, 37, 29, 35, 36, 35, 30, 32, 35, 31, 34, 29, 30, 32, 34, 34, 30, 29, 27, 34, 27, 34, 32, 30, 32, 34, 30, 31, 34]",31,95,2.573646424
22,27,28.65625,1,"[30, 28, 25, 27, 29, 26, 26, 29, 28, 32, 31, 25, 31, 29, 29, 27, 32, 27, 29, 27, 30, 31, 29, 28, 32, 28, 30, 27, 32, 26, 29, 28]",32,96,2.057392258
20,25,27,0,"[25, 32, 26, 28, 26, 24, 25, 26, 26, 34, 25, 27, 25, 26, 25, 28, 25, 28, 28, 24, 26, 28, 24, 25, 26, 27, 28, 26, 30, 29, 32, 24, 28, 25, 34]",35,97,2.678893538
21,25,27,1,"[29, 26, 31, 29, 26, 24, 31, 32, 31, 26, 29, 28, 29, 24, 23, 25, 27, 26, 25, 28, 25, 27, 23, 25, 23, 23, 24, 28, 28, 28, 30, 25, 28, 28, 28, 30]",36,98,2.563479778
25,32,34.05714286,1,"[34, 38, 37, 35, 36, 32, 31, 29, 36, 37, 36, 31, 32, 35, 32, 33, 35, 33, 35, 34, 40, 33, 33, 35, 34, 34, 36, 31, 32, 32, 32, 36, 34, 33, 36]",35,99,2.300164408
28,33,35.02777778,1,"[35, 38, 37, 41, 35, 38, 35, 33, 37, 36, 38, 36, 37, 35, 34, 33, 35, 33, 30, 34, 39, 34, 31, 36, 39, 34, 33, 33, 35, 35, 33, 37, 34, 30, 36, 32]",36,100,2.501269519
32,37,39.25,1,"[45, 37, 40, 41, 38, 38, 38, 39, 37, 33, 41, 40, 43, 44, 38, 37, 42, 40, 36, 44, 38, 33, 39, 39, 40, 41, 36, 41, 36, 36, 42, 44]",32,101,3.048003048
34,36,37.24242424,1,"[37, 39, 38, 38, 41, 35, 35, 36, 38, 38, 36, 39, 38, 35, 38, 37, 39, 35, 37, 36, 41, 35, 37, 38, 38, 38, 37, 35, 37, 38, 35, 36, 39]",33,102,1.658883341
27,33,34.21875,1,"[36, 29, 33, 32, 38, 38, 35, 29, 32, 39, 33, 35, 34, 34, 34, 35, 31, 33, 36, 36, 31, 36, 31, 35, 35, 35, 35, 37, 34, 37, 34, 33]",32,103,2.445989146
23,29,31.28125,1,"[32, 29, 27, 32, 34, 34, 32, 28, 27, 30, 32, 34, 25, 38, 34, 33, 33, 26, 32, 32, 30, 36, 34, 31, 29, 34, 29, 28, 32, 33, 29, 32]",32,104,2.975538715
28,32,34.875,1,"[40, 37, 32, 36, 34, 36, 35, 32, 34, 32, 38, 36, 37, 38, 36, 38, 31, 38, 36, 32, 32, 29, 32, 29, 35, 38, 33, 37, 35, 36, 34, 38]",32,105,2.81413483
25,30,31.34285714,1,"[29, 35, 31, 31, 31, 31, 34, 33, 30, 34, 31, 30, 35, 27, 26, 34, 30, 26, 26, 29, 34, 38, 30, 33, 33, 31, 33, 26, 33, 35, 33, 33, 30, 26, 36]",35,106,3.143086317
26,31,32.29411765,1,"[32, 32, 33, 35, 28, 33, 30, 31, 33, 28, 32, 31, 34, 37, 31, 34, 29, 29, 32, 31, 38, 30, 31, 31, 37, 30, 31, 34, 32, 31, 37, 36, 34, 31]",34,107,2.599876591
30,35,36.02857143,1,"[39, 38, 36, 37, 34, 37, 35, 33, 35, 36, 36, 33, 34, 36, 37, 35, 35, 37, 32, 40, 38, 37, 38, 36, 39, 36, 33, 35, 34, 36, 38, 40, 34, 35, 37]",35,108,2.007130147
27,30,32.70588235,1,"[37, 34, 34, 37, 29, 39, 29, 29, 30, 34, 35, 33, 30, 34, 30, 32, 31, 29, 39, 39, 34, 29, 32, 38, 31, 29, 29, 29, 35, 32, 32, 31, 35, 32]",34,109,3.261617109
23,29,30.51612903,1,"[28, 31, 31, 25, 33, 33, 32, 32, 29, 30, 29, 32, 27, 31, 30, 35, 33, 25, 30, 30, 33, 33, 26, 32, 29, 28, 32, 37, 28, 31, 31]",31,110,2.743124347
26,31,32.12121212,0,"[35, 31, 29, 34, 32, 28, 30, 34, 32, 31, 32, 31, 32, 38, 31, 29, 31, 32, 29, 31, 33, 39, 31, 32, 31, 34, 31, 34, 34, 31, 34, 30, 34]",33,111,2.394754368
