anchor,jnd,mean,normality,samples,samples_no,sequence_index,standard_deviation
39,42,43.51515152,1,"[46, 43, 45, 42, 45, 43, 44, 43, 43, 41, 45, 42, 42, 46, 43, 42, 43, 46, 41, 46, 43, 43, 42, 44, 41, 41, 42, 47, 41, 45, 44, 47, 45]",33,20,1.839178011
38,41,42.11764706,1,"[40, 39, 41, 46, 42, 43, 45, 41, 42, 42, 44, 41, 41, 46, 43, 43, 42, 43, 46, 41, 42, 40, 43, 45, 43, 42, 39, 39, 40, 43, 39, 42, 39, 45]",34,21,2.114376559
32,34,35.57142857,1,"[37, 37, 37, 34, 34, 36, 38, 37, 37, 34, 38, 34, 35, 35, 34, 36, 35, 34, 34, 36, 36, 38, 36, 34, 35, 35, 35, 34, 39, 34, 37, 34, 35, 34, 37]",35,22,1.500700117
30,33,34.4516129,1,"[36, 35, 36, 32, 34, 34, 33, 35, 36, 37, 33, 35, 35, 33, 35, 35, 35, 36, 36, 36, 32, 33, 32, 33, 33, 37, 33, 33, 36, 33, 36]",31,23,1.545719027
30,34,35.11111111,1,"[35, 35, 37, 38, 32, 36, 33, 36, 32, 34, 37, 35, 39, 34, 39, 36, 33, 35, 36, 35, 32, 32, 35, 33, 39, 32, 37, 35, 34, 33, 35, 36, 34, 37, 38, 35]",36,24,2.080903345
30,35,36.66666667,1,"[36, 36, 35, 36, 33, 40, 40, 37, 37, 38, 40, 33, 35, 39, 43, 37, 37, 35, 35, 34, 33, 38, 38, 35, 35, 35, 36, 37, 40, 34, 36, 38, 40, 36, 35, 38]",36,25,2.32992949
31,35,36.42857143,1,"[36, 37, 42, 33, 38, 36, 39, 40, 35, 33, 38, 35, 34, 37, 34, 35, 38, 35, 37, 37, 33, 37, 35, 38, 35, 36, 41, 38, 33, 38, 37, 37, 37, 37, 34]",35,26,2.213404541
31,35,35.48571429,1,"[36, 36, 36, 38, 36, 36, 36, 36, 40, 36, 37, 33, 33, 36, 37, 36, 36, 35, 35, 36, 33, 36, 36, 35, 37, 33, 34, 35, 33, 34, 36, 36, 35, 33, 36]",35,27,1.541035339
34,36,37.44117647,0,"[39, 36, 39, 36, 39, 38, 37, 38, 37, 36, 41, 36, 39, 37, 36, 42, 36, 36, 36, 37, 38, 39, 37, 37, 37, 39, 39, 37, 38, 36, 36, 36, 36, 37]",34,28,1.54117579
31,33,35.08571429,0,"[33, 34, 35, 41, 38, 34, 34, 37, 35, 36, 35, 37, 37, 33, 33, 34, 35, 34, 34, 33, 40, 36, 40, 33, 33, 35, 38, 33, 33, 33, 36, 33, 33, 34, 36]",35,29,2.240948179
33,35,36.85294118,1,"[36, 41, 35, 41, 35, 38, 38, 36, 35, 35, 36, 38, 37, 38, 35, 38, 38, 37, 36, 35, 40, 35, 37, 37, 38, 37, 35, 35, 36, 38, 35, 38, 36, 38]",34,30,1.707955591
27,31,32.65625,1,"[31, 31, 31, 30, 34, 32, 32, 33, 34, 38, 32, 33, 35, 38, 29, 32, 32, 29, 31, 38, 30, 33, 32, 38, 34, 29, 29, 32, 35, 31, 31, 36]",32,31,2.719219231
30,34,34.74193548,1,"[37, 36, 32, 31, 35, 37, 35, 36, 34, 36, 37, 37, 33, 32, 36, 35, 32, 35, 36, 33, 35, 33, 35, 36, 36, 35, 37, 32, 35, 34, 34]",31,32,1.750575942
32,35,36.71428571,1,"[37, 37, 39, 37, 35, 37, 34, 34, 39, 34, 34, 35, 37, 37, 37, 36, 37, 38, 41, 38, 36, 34, 35, 39, 38, 37, 35, 38, 38, 38, 41, 34, 38, 37, 34]",35,33,1.948927738
29,32,34.02857143,1,"[33, 31, 35, 35, 35, 31, 32, 32, 33, 31, 37, 40, 34, 33, 32, 38, 37, 35, 39, 32, 36, 38, 31, 35, 34, 35, 33, 33, 31, 33, 32, 37, 32, 32, 34]",35,34,2.47915681
29,32,33.51515152,1,"[33, 32, 38, 35, 31, 34, 31, 32, 33, 34, 32, 32, 34, 34, 32, 34, 32, 34, 32, 35, 32, 33, 32, 36, 31, 32, 32, 37, 33, 37, 35, 35, 37]",33,35,1.922257984
30,33,34.20588235,1,"[33, 34, 33, 37, 34, 36, 36, 34, 34, 34, 34, 35, 34, 35, 34, 35, 33, 32, 36, 34, 37, 32, 36, 34, 36, 34, 32, 32, 34, 36, 33, 33, 32, 35]",34,36,1.451841292
27,29,31.25714286,1,"[31, 33, 34, 29, 32, 32, 29, 33, 33, 31, 34, 37, 32, 32, 29, 31, 33, 29, 29, 32, 32, 29, 31, 33, 29, 30, 29, 31, 29, 29, 32, 29, 29, 32, 35]",35,37,2.062877162
29,32,33.84375,1,"[34, 35, 36, 32, 33, 36, 31, 32, 32, 39, 34, 34, 34, 32, 36, 38, 33, 33, 34, 36, 31, 33, 31, 35, 36, 38, 32, 32, 36, 31, 31, 33]",32,38,2.244841757
23,27,29,1,"[28, 28, 33, 29, 26, 29, 29, 30, 28, 27, 27, 25, 36, 27, 31, 35, 28, 30, 29, 33, 25, 28, 26, 26, 29, 29, 30, 29, 26, 27, 30, 29, 29, 34, 33, 26]",36,39,2.746426249
27,31,32.55555556,1,"[30, 29, 29, 31, 32, 31, 34, 32, 32, 33, 32, 33, 31, 33, 38, 38, 33, 30, 33, 32, 33, 31, 38, 33, 32, 31, 31, 31, 37, 30, 30, 32, 35, 37, 33, 32]",36,40,2.443001017
24,29,30.71428571,1,"[30, 33, 29, 28, 33, 26, 35, 34, 27, 26, 30, 31, 34, 33, 29, 31, 35, 31, 32, 30, 31, 33, 28, 29, 30, 28, 34, 36, 26, 29, 31, 29, 31, 31, 32]",35,41,2.663162964
26,30,31.54285714,1,"[33, 38, 30, 30, 36, 30, 29, 30, 34, 31, 32, 28, 29, 33, 34, 30, 32, 32, 33, 35, 28, 30, 31, 30, 35, 29, 29, 29, 33, 30, 30, 33, 33, 32, 33]",35,42,2.380593811
25,30,31.97142857,1,"[37, 28, 34, 30, 39, 30, 31, 33, 32, 34, 39, 27, 29, 28, 27, 34, 35, 35, 34, 30, 30, 32, 32, 36, 34, 34, 30, 34, 30, 27, 28, 33, 30, 30, 33]",35,43,3.222035475
21,27,29.62857143,1,"[26, 25, 31, 30, 30, 26, 36, 34, 35, 31, 27, 34, 33, 26, 30, 31, 26, 30, 30, 31, 38, 27, 27, 24, 27, 25, 32, 35, 31, 32, 24, 31, 27, 24, 31]",35,44,3.710761094
27,30,32.14285714,1,"[36, 31, 33, 31, 29, 33, 31, 30, 33, 29, 35, 38, 36, 31, 31, 35, 32, 29, 29, 34, 34, 33, 32, 32, 32, 30, 35, 29, 33, 29, 36, 29, 32, 30, 33]",35,45,2.451204472
27,31,31.5,1,"[29, 31, 31, 28, 34, 34, 32, 31, 32, 32, 30, 31, 34, 31, 28, 29, 31, 28, 33, 33, 32, 31, 31, 38, 34, 28, 31, 33, 31, 28, 34, 35]",32,46,2.355501453
29,34,34.5625,1,"[33, 35, 36, 35, 31, 35, 35, 34, 37, 34, 37, 37, 31, 32, 34, 36, 38, 31, 33, 36, 34, 37, 34, 35, 35, 37, 35, 37, 34, 31, 33, 34]",32,47,1.982788847
28,32,33.82857143,1,"[39, 32, 30, 32, 31, 38, 34, 32, 39, 30, 34, 32, 31, 37, 35, 30, 35, 34, 37, 33, 33, 33, 34, 39, 37, 34, 33, 40, 30, 36, 36, 30, 31, 33, 30]",35,48,3.004758131
30,33,35.51428571,1,"[39, 34, 32, 34, 32, 36, 35, 33, 35, 32, 38, 36, 35, 38, 33, 41, 33, 36, 40, 32, 38, 41, 35, 34, 35, 35, 35, 32, 32, 38, 37, 39, 33, 39, 36]",35,49,2.726465376
28,30,32.63636364,1,"[33, 31, 35, 33, 32, 32, 32, 30, 30, 33, 33, 30, 33, 30, 34, 36, 30, 32, 30, 38, 32, 37, 34, 33, 30, 30, 31, 36, 30, 33, 34, 32, 38]",33,50,2.382464347
29,31,32.75757576,1,"[32, 35, 31, 37, 33, 36, 33, 31, 31, 31, 32, 32, 31, 34, 34, 35, 37, 31, 32, 31, 31, 32, 33, 34, 34, 31, 31, 33, 32, 31, 35, 34, 31]",33,51,1.854560309
30,32,34,1,"[36, 34, 35, 32, 32, 34, 36, 32, 33, 34, 36, 38, 34, 32, 34, 33, 32, 32, 34, 34, 35, 33, 38, 32, 32, 36, 35, 35, 32, 34, 34, 32, 33, 38]",34,52,1.842264746
30,34,35.3125,1,"[36, 41, 35, 32, 36, 37, 34, 34, 35, 36, 36, 33, 37, 35, 34, 38, 37, 34, 37, 37, 32, 33, 32, 34, 38, 35, 34, 32, 36, 41, 34, 35]",32,53,2.292167589
30,34,35.61111111,1,"[33, 34, 36, 36, 34, 36, 34, 36, 36, 34, 37, 32, 37, 35, 36, 41, 34, 36, 34, 37, 36, 34, 34, 35, 40, 36, 36, 36, 34, 34, 37, 37, 34, 39, 39, 33]",36,54,1.989655789
30,34,35.72222222,1,"[36, 37, 33, 34, 32, 37, 36, 34, 37, 38, 36, 33, 33, 38, 42, 36, 35, 32, 34, 33, 36, 36, 38, 35, 34, 33, 37, 37, 39, 36, 36, 38, 36, 36, 36, 37]",36,55,2.132886858
30,33,33.78787879,1,"[33, 34, 35, 33, 36, 34, 36, 32, 33, 34, 33, 34, 34, 34, 36, 32, 33, 32, 34, 34, 33, 35, 33, 36, 32, 35, 32, 33, 34, 34, 34, 35, 33]",33,56,1.218543592
33,36,37.26470588,1,"[39, 36, 38, 36, 39, 38, 36, 35, 38, 38, 39, 35, 38, 36, 36, 38, 41, 37, 38, 35, 35, 38, 39, 38, 39, 36, 39, 39, 35, 35, 36, 38, 38, 36]",34,57,1.601302945
34,38,39.34285714,1,"[39, 38, 39, 38, 42, 38, 39, 42, 39, 38, 43, 36, 39, 39, 38, 44, 42, 39, 42, 40, 39, 36, 40, 40, 39, 40, 40, 40, 40, 36, 39, 36, 40, 40, 38]",35,58,1.90884716
34,37,37.91176471,1,"[37, 39, 39, 41, 37, 38, 41, 36, 38, 38, 38, 38, 38, 37, 38, 38, 36, 36, 39, 38, 37, 39, 39, 36, 37, 40, 39, 39, 38, 36, 38, 36, 37, 38]",34,59,1.334112963
30,34,35.125,1,"[36, 38, 35, 34, 35, 36, 33, 34, 36, 39, 36, 35, 39, 36, 32, 36, 35, 32, 33, 35, 33, 32, 32, 37, 35, 39, 34, 36, 38, 37, 34, 32]",32,60,2.136472824
32,36,36.75,1,"[36, 40, 37, 38, 37, 37, 35, 37, 37, 38, 37, 36, 37, 38, 34, 37, 34, 35, 37, 39, 37, 38, 35, 41, 37, 34, 34, 37, 38, 37, 35, 37]",32,61,1.665591051
33,35,36.75,1,"[37, 40, 37, 38, 34, 34, 41, 37, 37, 34, 38, 37, 36, 36, 38, 34, 34, 34, 37, 38, 35, 37, 37, 40, 34, 39, 40, 38, 36, 38, 35, 36]",32,62,2.016064515
31,34,35.51428571,1,"[38, 34, 34, 32, 32, 38, 35, 35, 40, 32, 34, 37, 33, 36, 36, 36, 32, 39, 38, 38, 34, 32, 36, 36, 42, 34, 33, 39, 36, 40, 35, 38, 33, 34, 32]",35,63,2.704804316
32,33,35.22857143,1,"[35, 33, 33, 36, 33, 33, 35, 37, 33, 33, 38, 33, 38, 34, 37, 38, 36, 38, 39, 33, 35, 38, 34, 35, 36, 33, 35, 33, 36, 36, 34, 38, 33, 35, 37]",35,64,1.971647777
33,36,36.6969697,1,"[39, 36, 38, 37, 35, 38, 39, 36, 36, 36, 37, 38, 38, 35, 36, 38, 38, 35, 36, 38, 35, 36, 38, 38, 35, 35, 36, 35, 35, 37, 37, 38, 37]",33,65,1.31064985
30,34,36.11764706,1,"[34, 33, 32, 39, 37, 39, 40, 36, 36, 34, 39, 35, 38, 32, 36, 38, 38, 36, 40, 34, 42, 32, 36, 35, 38, 36, 35, 32, 34, 34, 36, 36, 37, 39]",34,66,2.567450166
32,35,36.25714286,1,"[37, 35, 37, 37, 34, 38, 35, 36, 37, 35, 38, 42, 38, 36, 40, 34, 35, 34, 37, 36, 37, 38, 34, 39, 34, 35, 39, 37, 35, 34, 34, 37, 34, 35, 36]",35,67,1.960534998
35,38,39.3125,1,"[39, 41, 41, 41, 39, 42, 38, 39, 38, 42, 39, 41, 41, 40, 39, 43, 37, 38, 38, 41, 38, 39, 37, 37, 40, 37, 38, 40, 41, 37, 38, 39]",32,68,1.69320273
32,35,36.63888889,1,"[35, 35, 37, 37, 36, 37, 37, 37, 35, 34, 36, 37, 41, 36, 40, 40, 34, 37, 37, 37, 34, 37, 34, 36, 40, 37, 39, 36, 35, 36, 36, 38, 34, 40, 37, 35]",36,69,1.884565547
34,38,38.82857143,1,"[39, 38, 39, 38, 39, 40, 39, 39, 38, 39, 39, 36, 38, 40, 41, 39, 36, 39, 39, 38, 39, 39, 37, 38, 39, 41, 38, 40, 37, 38, 39, 40, 41, 39, 41]",35,70,1.24819197
35,38,38.97142857,1,"[39, 41, 39, 38, 41, 39, 42, 39, 39, 39, 41, 39, 38, 40, 38, 39, 42, 37, 41, 40, 38, 38, 39, 38, 37, 37, 38, 41, 37, 38, 38, 39, 38, 39, 38]",35,71,1.403477075
33,37,37.74285714,1,"[41, 39, 38, 38, 38, 38, 37, 38, 39, 35, 38, 35, 39, 36, 39, 38, 38, 39, 38, 38, 35, 38, 38, 39, 38, 38, 38, 37, 38, 38, 37, 39, 35, 37, 37]",35,72,1.313792381
32,35,36.28571429,1,"[37, 39, 39, 38, 36, 34, 35, 37, 35, 34, 39, 34, 35, 35, 37, 38, 37, 36, 36, 37, 36, 34, 37, 37, 41, 37, 35, 37, 40, 34, 34, 34, 38, 34, 34]",35,73,1.933777598
30,33,34.34285714,1,"[32, 32, 33, 35, 37, 36, 36, 36, 36, 34, 33, 36, 35, 32, 36, 32, 36, 36, 34, 35, 34, 36, 33, 34, 32, 36, 36, 32, 33, 36, 32, 36, 34, 33, 33]",35,74,1.661729382
32,36,37.05555556,1,"[36, 35, 37, 35, 37, 37, 35, 40, 37, 34, 37, 36, 37, 35, 37, 40, 37, 37, 38, 40, 35, 38, 38, 38, 39, 36, 40, 36, 35, 35, 38, 37, 38, 40, 37, 37]",36,75,1.655198641
34,37,38.35483871,1,"[38, 36, 38, 36, 38, 39, 39, 37, 36, 39, 38, 37, 38, 39, 36, 39, 39, 41, 38, 41, 36, 39, 39, 38, 39, 36, 42, 39, 36, 40, 43]",31,76,1.81747787
32,34,34.90625,1,"[35, 36, 37, 36, 34, 34, 37, 37, 35, 34, 37, 35, 35, 34, 34, 35, 35, 34, 34, 35, 34, 35, 34, 37, 34, 35, 34, 34, 34, 34, 35, 34]",32,77,1.088336256
32,35,36.42857143,1,"[36, 36, 34, 36, 34, 38, 35, 36, 41, 34, 38, 37, 35, 34, 36, 34, 37, 37, 37, 37, 37, 34, 36, 37, 41, 35, 34, 41, 34, 42, 38, 37, 37, 36, 34]",35,78,2.200076393
37,40,41.94285714,1,"[45, 39, 42, 42, 42, 40, 39, 42, 40, 42, 46, 46, 41, 42, 41, 47, 47, 41, 46, 45, 39, 42, 41, 41, 41, 42, 39, 39, 40, 39, 43, 44, 42, 39, 42]",35,79,2.436763248
31,34,35.18181818,1,"[36, 33, 39, 35, 33, 38, 36, 35, 34, 35, 35, 35, 36, 37, 36, 37, 35, 34, 34, 38, 33, 35, 35, 35, 33, 33, 34, 35, 34, 37, 33, 36, 37]",33,80,1.60963011
30,34,34.97058824,1,"[32, 38, 36, 38, 33, 36, 34, 36, 38, 34, 37, 33, 34, 36, 35, 38, 37, 34, 37, 33, 37, 34, 32, 36, 35, 32, 34, 33, 34, 32, 34, 38, 35, 34]",34,81,1.961528379
29,32,33.25714286,1,"[33, 32, 36, 35, 34, 34, 32, 33, 34, 33, 35, 34, 37, 34, 31, 31, 34, 31, 31, 35, 34, 33, 31, 34, 32, 32, 36, 31, 36, 31, 34, 34, 31, 31, 35]",35,82,1.77138791
31,34,35.90625,1,"[38, 38, 34, 33, 36, 36, 36, 36, 38, 35, 37, 35, 42, 35, 37, 37, 36, 37, 36, 36, 33, 33, 33, 33, 37, 40, 35, 34, 40, 33, 34, 36]",32,83,2.234038366
33,36,37.16666667,1,"[36, 36, 37, 38, 37, 37, 38, 37, 37, 35, 37, 35, 40, 39, 38, 39, 36, 38, 38, 38, 36, 35, 35, 37, 37, 38, 39, 37, 35, 36, 37, 38, 38, 40, 37, 37]",36,84,1.341640787
34,38,39.66666667,0,"[38, 39, 39, 38, 36, 41, 39, 39, 42, 40, 39, 38, 38, 39, 45, 40, 38, 38, 38, 39, 37, 39, 42, 37, 39, 38, 40, 41, 46, 39, 40, 42, 42, 39, 40, 44]",36,85,2.19089023
35,38,39.79411765,1,"[41, 41, 41, 39, 43, 38, 40, 39, 40, 39, 40, 38, 40, 39, 40, 44, 41, 38, 40, 43, 40, 38, 39, 38, 40, 37, 41, 37, 38, 42, 39, 38, 39, 43]",34,86,1.771481348
35,39,40.17142857,1,"[41, 41, 38, 44, 46, 40, 40, 38, 41, 38, 42, 37, 39, 41, 39, 42, 41, 41, 38, 41, 37, 42, 39, 40, 42, 41, 40, 41, 41, 39, 38, 37, 38, 43, 40]",35,87,2.036226531
37,39,40.54285714,1,"[43, 40, 41, 42, 40, 39, 41, 42, 41, 39, 44, 39, 39, 39, 39, 42, 44, 40, 42, 41, 39, 39, 41, 40, 41, 43, 39, 41, 41, 39, 40, 39, 39, 42, 39]",35,88,1.540489936
34,36,37.45714286,1,"[39, 36, 39, 39, 38, 40, 40, 38, 38, 36, 36, 36, 39, 37, 36, 37, 38, 36, 37, 39, 38, 37, 36, 39, 36, 37, 38, 36, 36, 37, 36, 38, 36, 38, 39]",35,89,1.313792381
36,40,41.11111111,1,"[40, 42, 38, 41, 43, 44, 42, 41, 43, 41, 42, 39, 40, 41, 47, 42, 43, 40, 42, 39, 40, 40, 38, 40, 38, 40, 45, 40, 44, 38, 41, 41, 44, 40, 39, 42]",36,90,2.094588644
29,33,34.40625,1,"[32, 36, 34, 33, 35, 34, 34, 38, 31, 32, 35, 34, 33, 38, 31, 37, 37, 31, 33, 37, 32, 37, 33, 35, 33, 36, 36, 35, 32, 31, 36, 40]",32,91,2.38082901
27,32,33.5,1,"[35, 36, 36, 31, 35, 34, 37, 36, 31, 33, 34, 38, 33, 29, 34, 29, 35, 33, 32, 32, 33, 34, 32, 36, 29, 40, 35, 33, 33, 29, 30, 35]",32,92,2.700059737
32,37,38.02857143,1,"[40, 34, 34, 37, 38, 39, 36, 40, 40, 34, 35, 38, 38, 39, 41, 38, 37, 39, 43, 36, 39, 34, 39, 39, 41, 35, 38, 41, 37, 43, 34, 39, 39, 37, 40]",35,93,2.490992175
32,33,35.31428571,1,"[37, 33, 38, 37, 35, 38, 35, 33, 36, 33, 36, 37, 38, 35, 35, 38, 36, 39, 38, 33, 35, 35, 33, 35, 36, 34, 37, 33, 33, 33, 33, 38, 33, 33, 35]",35,94,1.966953879
33,36,36.63636364,1,"[36, 36, 39, 36, 38, 38, 38, 35, 36, 36, 35, 35, 37, 37, 38, 38, 36, 39, 36, 38, 35, 35, 36, 36, 35, 35, 36, 36, 36, 38, 38, 38, 38]",33,95,1.294656852
29,32,33.5,0,"[32, 33, 32, 36, 33, 39, 35, 32, 33, 32, 33, 34, 34, 35, 33, 37, 34, 33, 35, 31, 39, 31, 35, 33, 33, 33, 31, 31, 32, 32, 32, 32, 34, 35]",34,96,2.033805211
26,29,30.54285714,1,"[34, 32, 32, 34, 31, 29, 28, 31, 31, 31, 32, 32, 34, 29, 28, 30, 31, 28, 28, 31, 30, 28, 30, 34, 32, 28, 31, 28, 34, 28, 31, 29, 29, 29, 32]",35,97,2.019651355
24,28,30.09375,1,"[30, 32, 27, 26, 27, 30, 29, 27, 31, 33, 29, 30, 33, 31, 34, 32, 30, 29, 27, 32, 27, 27, 28, 28, 31, 33, 30, 30, 35, 36, 28, 31]",32,98,2.569791946
32,35,36.88888889,1,"[35, 38, 40, 37, 37, 35, 38, 36, 34, 35, 34, 34, 37, 35, 40, 39, 37, 36, 37, 39, 35, 34, 36, 36, 39, 37, 40, 38, 36, 38, 38, 37, 37, 40, 39, 35]",36,99,1.863602928
33,37,38.5,1,"[38, 39, 38, 36, 35, 37, 41, 36, 39, 39, 38, 36, 37, 41, 41, 40, 39, 35, 38, 38, 40, 35, 37, 37, 38, 38, 39, 39, 42, 37, 39, 42, 43, 39, 39, 41]",36,100,2.035400978
35,38,40.28571429,1,"[43, 42, 41, 37, 42, 37, 43, 41, 37, 37, 42, 40, 41, 39, 39, 39, 45, 41, 43, 38, 44, 37, 38, 43, 38, 41, 46, 43, 37, 40, 40, 39, 41, 38, 38]",35,101,2.51549818
34,38,38.65714286,1,"[37, 37, 38, 39, 40, 38, 38, 38, 40, 39, 41, 37, 36, 40, 40, 39, 38, 40, 39, 40, 36, 39, 39, 38, 41, 36, 38, 38, 39, 38, 38, 39, 39, 42, 39]",35,102,1.413024648
36,38,39.51428571,1,"[41, 39, 39, 40, 39, 38, 38, 40, 38, 39, 43, 38, 39, 38, 38, 43, 40, 38, 38, 42, 41, 38, 40, 42, 40, 41, 41, 41, 39, 38, 38, 39, 38, 38, 41]",35,103,1.560004309
34,37,37.77142857,0,"[38, 37, 36, 42, 39, 38, 42, 39, 36, 37, 38, 39, 39, 38, 38, 36, 38, 37, 37, 38, 39, 37, 39, 39, 36, 36, 39, 36, 36, 38, 36, 38, 36, 37, 38]",35,104,1.535572595
31,35,35.88571429,1,"[36, 37, 36, 35, 40, 36, 37, 38, 37, 33, 37, 38, 35, 37, 35, 34, 37, 33, 35, 36, 33, 36, 36, 33, 33, 38, 38, 38, 36, 35, 33, 36, 36, 36, 37]",35,105,1.761874479
29,32,33.8125,1,"[31, 35, 31, 31, 32, 31, 32, 36, 34, 37, 35, 34, 35, 34, 34, 37, 31, 33, 36, 38, 34, 36, 35, 35, 33, 32, 31, 33, 33, 32, 35, 36]",32,106,2.038935522
32,35,35.96774194,1,"[34, 40, 37, 35, 34, 34, 38, 37, 37, 37, 34, 37, 34, 36, 34, 37, 38, 34, 37, 37, 35, 37, 36, 36, 36, 35, 37, 35, 34, 35, 38]",31,107,1.580798764
33,34,36.68571429,1,"[40, 35, 34, 34, 38, 37, 34, 36, 40, 34, 37, 38, 34, 37, 36, 35, 42, 36, 37, 34, 34, 34, 38, 40, 41, 37, 34, 40, 37, 40, 37, 34, 39, 37, 34]",35,108,2.422582829
31,34,36.48571429,1,"[33, 34, 36, 40, 34, 33, 35, 36, 36, 33, 43, 41, 38, 40, 40, 39, 36, 41, 38, 33, 36, 37, 38, 39, 39, 37, 33, 33, 35, 33, 36, 38, 33, 37, 34]",35,109,2.821883274
31,33,34.75757576,1,"[34, 34, 37, 37, 33, 38, 35, 35, 34, 35, 37, 35, 33, 36, 40, 36, 33, 36, 33, 36, 33, 33, 34, 33, 33, 33, 34, 33, 33, 36, 35, 33, 37]",33,110,1.820547703
