anchor,jnd,mean,normality,samples,samples_no,sequence_index,standard_deviation
0,19,22.61764706,1,"[21, 25, 22, 22, 28, 21, 19, 19, 32, 24, 26, 30, 20, 27, 21, 21, 19, 17, 18, 21, 15, 24, 33, 23, 26, 23, 31, 19, 23, 20, 18, 24, 22, 15]",34,37,4.519417406
0,24,26.08823529,1,"[23, 27, 27, 22, 30, 31, 27, 25, 29, 32, 24, 23, 20, 28, 28, 18, 26, 25, 33, 19, 23, 29, 26, 24, 33, 28, 31, 16, 26, 30, 29, 25, 24, 26]",34,38,4.136809245
0,21,23.45454545,1,"[21, 23, 21, 19, 25, 24, 18, 23, 14, 25, 20, 19, 21, 28, 24, 21, 32, 22, 15, 21, 23, 31, 22, 31, 31, 25, 26, 26, 28, 18, 23, 33, 21]",33,39,4.710964001
0,23,26.03030303,1,"[31, 28, 18, 16, 23, 28, 25, 21, 30, 22, 31, 23, 20, 30, 29, 27, 22, 24, 30, 27, 21, 31, 25, 23, 39, 28, 34, 28, 28, 26, 23, 26, 22]",33,40,4.766319653
0,20,23.77777778,1,"[18, 19, 29, 25, 32, 24, 32, 19, 26, 27, 15, 18, 20, 27, 28, 31, 21, 25, 17, 24, 35, 25, 20, 20, 29, 21, 15]",27,41,5.50058272
0,25,27.5625,1,"[25, 27, 24, 28, 32, 26, 29, 25, 28, 26, 32, 20, 23, 17, 28, 25, 24, 31, 28, 25, 34, 34, 28, 37, 32, 21, 27, 19, 31, 29, 29, 38]",32,42,4.865530505
0,27,28.24242424,1,"[34, 27, 21, 28, 36, 32, 29, 36, 28, 34, 17, 21, 27, 32, 28, 34, 22, 29, 26, 32, 27, 19, 30, 28, 29, 29, 34, 28, 30, 23, 28, 29, 25]",33,43,4.70392325
0,28,30.5,1,"[31, 30, 24, 28, 33, 33, 27, 34, 33, 34, 30, 22, 25, 28, 33, 39, 35, 31, 24, 32, 31, 37, 28, 29, 26, 26, 36, 35, 32, 25, 35, 30]",32,44,4.219769142
0,27,30.23333333,1,"[33, 26, 29, 41, 32, 35, 37, 36, 18, 36, 29, 33, 34, 29, 22, 27, 29, 28, 31, 27, 29, 37, 39, 20, 27, 33, 28, 30, 27, 25]",30,45,5.386338615
0,29,31.5,1,"[19, 31, 34, 35, 36, 32, 26, 37, 34, 32, 32, 32, 38, 35, 33, 35, 33, 33, 38, 34, 35, 25, 26, 33, 28, 23, 26, 23, 35, 32]",30,46,4.811982171
0,28,30.25806452,1,"[32, 28, 21, 33, 30, 36, 25, 29, 33, 20, 32, 29, 41, 29, 29, 35, 32, 35, 36, 28, 33, 28, 25, 30, 33, 31, 28, 30, 27, 34, 26]",31,47,4.404298975
0,22,27.32352941,1,"[21, 22, 28, 33, 31, 20, 23, 23, 31, 34, 30, 34, 14, 23, 19, 32, 28, 33, 34, 33, 35, 25, 24, 19, 21, 31, 31, 31, 22, 25, 22, 27, 29, 41]",34,48,6.003638231
0,25,28.48387097,1,"[26, 32, 22, 36, 34, 35, 14, 28, 26, 15, 40, 29, 32, 32, 34, 41, 28, 32, 31, 20, 27, 23, 24, 26, 22, 24, 31, 25, 29, 30, 35]",31,49,6.344924311
0,21,25,1,"[18, 22, 28, 28, 31, 25, 21, 23, 29, 29, 17, 25, 21, 33, 18, 27, 30, 26, 30, 32, 20, 16, 32, 23, 17, 26, 28]",27,50,5.16645988
0,25,26.375,0,"[30, 27, 26, 24, 11, 30, 30, 32, 25, 28, 34, 22, 25, 36, 40, 21, 26, 25, 31, 28, 28, 10, 29, 28, 28, 26, 27, 20, 24, 25, 27, 21]",32,51,5.933774298
0,24,26.47058824,1,"[30, 26, 31, 33, 28, 26, 18, 29, 27, 32, 28, 35, 24, 26, 24, 26, 13, 24, 28, 20, 22, 35, 26, 20, 25, 25, 31, 20, 27, 30, 25, 26, 30, 30]",34,52,4.762449676
0,22,25.17647059,1,"[20, 28, 26, 24, 31, 28, 30, 30, 27, 28, 20, 20, 14, 27, 18, 17, 31, 22, 33, 26, 13, 27, 28, 22, 36, 24, 26, 12, 25, 28, 28, 27, 28, 32]",34,53,5.717970546
0,22,25.39393939,1,"[28, 23, 15, 21, 21, 26, 19, 28, 24, 21, 26, 23, 27, 31, 26, 31, 31, 22, 24, 22, 22, 26, 21, 36, 23, 28, 25, 25, 34, 27, 32, 29, 21]",33,54,4.56165673
0,23,25.84848485,1,"[31, 24, 23, 25, 23, 21, 28, 22, 24, 32, 26, 26, 22, 24, 28, 21, 24, 26, 34, 31, 21, 26, 21, 27, 31, 31, 28, 27, 30, 20, 29, 27, 20]",33,55,3.865886154
0,22,24.66666667,1,"[26, 20, 22, 26, 35, 26, 34, 26, 10, 24, 24, 24, 23, 29, 34, 29, 25, 27, 20, 23, 30, 28, 22, 29, 14, 15, 21]",27,56,5.850706729
0,27,31.375,1,"[26, 32, 32, 36, 25, 29, 35, 37, 26, 27, 37, 27, 37, 32, 25, 24, 21, 34, 28, 31, 39, 29, 36, 41, 37, 27, 36, 17, 38, 37, 31, 35]",32,57,5.790704453
0,29,32.21212121,1,"[40, 33, 29, 27, 36, 34, 35, 28, 37, 26, 29, 23, 29, 35, 25, 38, 32, 32, 36, 31, 31, 37, 34, 32, 36, 33, 31, 34, 30, 29, 30, 37, 34]",33,58,3.998105612
0,28,30.65625,1,"[35, 34, 25, 28, 38, 31, 34, 37, 35, 18, 29, 35, 26, 32, 29, 37, 34, 29, 26, 34, 35, 37, 32, 26, 32, 34, 38, 18, 36, 23, 29, 15]",32,59,6.046109786
0,30,32.06896552,1,"[29, 27, 23, 44, 32, 28, 32, 38, 31, 37, 34, 33, 31, 33, 30, 29, 28, 36, 31, 32, 32, 31, 23, 31, 37, 38, 34, 35, 31]",29,60,4.423403945
0,30,32.25,1,"[23, 27, 27, 33, 42, 34, 33, 31, 41, 29, 35, 35, 35, 34, 30, 34, 34, 30, 36, 33, 31, 34, 32, 34, 26, 34, 29, 27]",28,61,4.186618896
0,27,28.90322581,1,"[37, 28, 27, 28, 37, 41, 13, 31, 21, 27, 30, 37, 33, 19, 19, 36, 28, 33, 33, 30, 37, 18, 24, 16, 27, 36, 33, 28, 32, 30, 27]",31,62,6.910643186
0,27,30.41176471,1,"[32, 26, 31, 32, 31, 26, 34, 25, 26, 35, 34, 35, 32, 29, 24, 32, 25, 28, 38, 34, 34, 39, 32, 23, 20, 30, 30, 34, 34, 33, 27, 31, 28, 30]",34,63,4.328325641
0,27,29.87096774,1,"[32, 25, 20, 40, 35, 31, 35, 27, 31, 31, 37, 31, 31, 19, 32, 31, 24, 34, 30, 22, 27, 28, 34, 35, 33, 28, 29, 27, 27, 26, 34]",31,64,4.835576046
0,25,29.25925926,1,"[24, 24, 29, 34, 32, 27, 41, 33, 29, 39, 27, 32, 28, 35, 21, 25, 40, 23, 28, 34, 27, 29, 32, 21, 14, 38, 24]",27,65,6.406682765
0,25,28.5,1,"[34, 25, 26, 29, 29, 34, 29, 32, 29, 14, 34, 23, 33, 36, 45, 29, 32, 24, 25, 24, 26, 18, 26, 28, 30, 37, 21, 25, 28, 25, 36, 26]",32,66,6.005373937
0,28,29.9375,1,"[31, 28, 31, 32, 27, 26, 33, 28, 26, 34, 34, 26, 29, 30, 25, 22, 27, 35, 28, 29, 31, 37, 28, 35, 30, 35, 32, 33, 30, 28, 31, 27]",32,67,3.46351956
0,30,32.75757576,1,"[31, 33, 31, 34, 37, 35, 31, 32, 30, 39, 27, 30, 22, 37, 28, 26, 30, 31, 35, 39, 33, 37, 31, 25, 36, 38, 28, 32, 35, 35, 36, 42, 35]",33,68,4.444310288
0,25,27.78787879,1,"[28, 26, 24, 25, 21, 27, 22, 23, 38, 31, 19, 26, 31, 34, 29, 30, 28, 22, 29, 25, 22, 33, 26, 29, 14, 38, 30, 26, 34, 33, 30, 37, 27]",33,69,5.435747279
0,30,32.75757576,1,"[27, 35, 32, 36, 28, 29, 32, 26, 37, 33, 31, 32, 32, 38, 34, 33, 30, 30, 34, 33, 28, 34, 32, 33, 38, 36, 38, 39, 40, 28, 40, 32, 21]",33,70,4.315888546
0,25,28.7037037,1,"[28, 22, 31, 32, 40, 29, 39, 24, 25, 24, 27, 23, 25, 25, 36, 28, 28, 31, 17, 29, 37, 34, 23, 29, 28, 37, 24]",27,71,5.66239155
0,30,33.8125,1,"[34, 36, 32, 37, 29, 30, 35, 35, 35, 28, 37, 27, 38, 29, 35, 30, 30, 35, 27, 28, 40, 35, 31, 39, 37, 35, 31, 33, 40, 40, 36, 38]",32,72,4.003526671
0,26,29.96969697,1,"[33, 29, 28, 39, 33, 30, 34, 28, 34, 35, 25, 23, 15, 35, 20, 35, 31, 23, 31, 36, 28, 38, 32, 25, 34, 25, 34, 23, 28, 31, 33, 35, 26]",33,73,5.474285618
0,25,27,1,"[29, 25, 31, 29, 28, 25, 27, 27, 28, 22, 27, 30, 25, 27, 22, 31, 25, 27, 29, 28, 27, 34, 23, 19, 28, 32, 29, 31, 29, 27, 20, 23]",32,74,3.436051748
0,29,31.26666667,1,"[26, 30, 25, 39, 34, 30, 32, 34, 21, 33, 31, 31, 29, 41, 26, 31, 30, 32, 37, 29, 27, 32, 33, 27, 31, 37, 33, 36, 30, 31]",30,75,4.242098808
0,33,34.33333333,1,"[34, 37, 36, 35, 40, 27, 34, 37, 42, 36, 36, 38, 31, 35, 38, 40, 35, 34, 34, 33, 37, 32, 34, 34, 30, 27, 33, 27, 36, 28]",30,76,3.826705915
0,29,30.48387097,1,"[30, 30, 31, 20, 33, 35, 21, 31, 23, 32, 34, 32, 33, 25, 32, 30, 40, 27, 34, 32, 32, 39, 30, 25, 32, 33, 32, 27, 26, 34, 30]",31,77,4.537774548
0,28,30.39393939,1,"[25, 29, 20, 28, 22, 26, 32, 29, 34, 34, 38, 36, 31, 29, 30, 36, 27, 33, 35, 30, 34, 30, 32, 27, 26, 33, 36, 28, 28, 28, 31, 32, 34]",33,78,4.130219379
0,31,33.93548387,1,"[31, 27, 39, 39, 39, 25, 33, 34, 42, 32, 35, 41, 35, 35, 37, 42, 33, 37, 27, 28, 34, 29, 36, 37, 26, 29, 31, 30, 31, 39, 39]",31,79,4.87808353
0,25,26.77777778,1,"[24, 28, 27, 27, 26, 37, 27, 23, 28, 32, 20, 28, 20, 32, 26, 25, 31, 23, 31, 29, 31, 19, 28, 28, 20, 27, 26]",27,80,4.227504568
0,24,27.03125,1,"[27, 25, 27, 29, 27, 28, 27, 23, 32, 10, 29, 23, 27, 36, 40, 23, 38, 32, 29, 27, 25, 20, 29, 21, 26, 30, 26, 24, 21, 21, 37, 26]",32,81,5.85019644
0,27,27.84375,1,"[23, 28, 33, 30, 28, 28, 18, 35, 34, 23, 27, 23, 24, 30, 29, 28, 27, 28, 31, 23, 26, 34, 31, 29, 27, 28, 28, 28, 24, 28, 28, 30]",32,82,3.664206775
0,29,30.24242424,0,"[29, 34, 28, 28, 37, 33, 27, 32, 26, 31, 31, 33, 20, 33, 29, 20, 30, 33, 35, 29, 35, 31, 25, 29, 37, 31, 31, 18, 32, 36, 33, 31, 31]",33,83,4.555424672
0,29,30.63636364,1,"[36, 32, 24, 27, 31, 31, 24, 31, 26, 30, 24, 30, 31, 35, 31, 29, 34, 30, 35, 27, 21, 38, 30, 27, 34, 35, 34, 31, 34, 31, 35, 33, 30]",33,84,3.967195025
0,28,31.66666667,1,"[42, 23, 32, 30, 24, 28, 30, 26, 26, 28, 31, 31, 26, 36, 35, 34, 27, 30, 29, 40, 30, 34, 29, 37, 25, 37, 40, 33, 38, 28, 39, 36, 31]",33,85,5.066228051
0,29,31.5,1,"[31, 29, 29, 35, 38, 36, 35, 35, 34, 34, 30, 22, 33, 30, 33, 30, 31, 28, 25, 35, 34, 32, 38, 23, 33, 26]",26,86,4.226109322
0,31,33.71875,1,"[32, 28, 22, 39, 31, 26, 35, 35, 32, 32, 34, 31, 41, 24, 38, 33, 27, 34, 32, 33, 37, 33, 31, 47, 41, 36, 30, 29, 45, 37, 34, 40]",32,87,5.58358409
0,26,30.27272727,1,"[38, 34, 26, 33, 37, 37, 37, 14, 34, 23, 32, 26, 33, 37, 25, 37, 34, 28, 24, 41, 27, 24, 28, 29, 35, 37, 13, 20, 28, 28, 33, 33, 34]",33,88,6.741998625
0,29,31.46875,1,"[37, 30, 27, 41, 34, 32, 31, 31, 36, 34, 32, 26, 26, 37, 32, 35, 35, 33, 30, 28, 34, 33, 29, 29, 27, 31, 36, 36, 30, 23, 34, 18]",32,89,4.593012751
0,35,36.51724138,1,"[38, 39, 35, 47, 37, 37, 28, 45, 44, 36, 37, 42, 30, 38, 35, 38, 35, 38, 30, 33, 28, 37, 37, 21, 38, 41, 40, 39, 36]",29,90,5.395902478
0,27,29.36666667,1,"[18, 33, 32, 34, 30, 25, 27, 31, 37, 27, 32, 35, 33, 30, 30, 31, 28, 25, 28, 34, 32, 37, 27, 30, 29, 23, 19, 30, 30, 24]",30,91,4.589969073
0,28,30.06451613,1,"[38, 28, 31, 18, 28, 37, 15, 21, 45, 26, 32, 30, 33, 29, 27, 34, 30, 42, 38, 14, 33, 17, 31, 33, 31, 35, 35, 29, 25, 36, 31]",31,92,7.343638898
0,25,29.20588235,1,"[29, 25, 29, 37, 23, 23, 31, 33, 17, 37, 35, 40, 20, 28, 21, 28, 27, 17, 36, 33, 27, 39, 25, 24, 37, 26, 35, 27, 27, 35, 23, 33, 31, 35]",34,93,6.241500459
0,26,29,1,"[28, 24, 30, 34, 33, 37, 19, 28, 29, 23, 27, 27, 25, 29, 20, 23, 35, 25, 26, 30, 32, 31, 32, 27, 31, 28, 32, 31, 37, 37]",30,94,4.712419395
0,27,29.14814815,1,"[24, 21, 30, 35, 30, 25, 28, 27, 29, 27, 22, 30, 25, 33, 23, 28, 36, 27, 33, 32, 32, 28, 30, 35, 33, 36, 28]",27,95,4.212652222
0,23,24.5,1,"[27, 25, 16, 28, 26, 29, 30, 23, 23, 29, 31, 14, 14, 33, 33, 23, 26, 23, 27, 25, 29, 13, 25, 20, 26, 31, 26, 23, 18, 21, 27, 20]",32,96,5.364158233
0,20,22.5,1,"[23, 24, 24, 29, 23, 22, 14, 33, 25, 29, 28, 24, 24, 22, 25, 25, 16, 15, 23, 20, 17, 26, 28, 17, 25, 20, 30, 20, 25, 14, 24, 8, 21, 22]",34,97,5.229577884
0,23,24.52941176,1,"[19, 27, 26, 21, 26, 26, 23, 25, 26, 21, 27, 28, 21, 28, 20, 16, 23, 25, 29, 23, 23, 25, 21, 25, 26, 31, 26, 20, 25, 29, 29, 25, 24, 25]",34,98,3.286660773
0,27,30.78787879,1,"[35, 36, 34, 26, 28, 33, 27, 30, 31, 34, 34, 23, 28, 37, 36, 31, 32, 22, 29, 24, 21, 37, 31, 37, 39, 37, 28, 21, 37, 25, 33, 33, 27]",33,99,5.206711869
0,26,29.93939394,1,"[34, 36, 33, 21, 25, 22, 33, 29, 27, 34, 34, 24, 27, 18, 31, 34, 25, 26, 23, 30, 31, 34, 27, 24, 41, 32, 37, 31, 39, 32, 28, 36, 30]",33,100,5.419521392
0,27,28.92592593,1,"[28, 30, 30, 34, 30, 27, 38, 27, 14, 28, 41, 24, 30, 31, 36, 33, 26, 28, 13, 24, 38, 31, 28, 28, 37, 33, 14]",27,101,6.977579071
0,35,36.35483871,1,"[37, 35, 40, 39, 36, 33, 36, 38, 38, 33, 33, 37, 38, 31, 34, 31, 38, 31, 36, 39, 36, 37, 44, 38, 39, 35, 37, 42, 27, 38, 41]",31,102,3.564158499
0,30,32.84848485,1,"[33, 36, 32, 36, 32, 33, 38, 43, 34, 35, 30, 31, 34, 37, 30, 40, 31, 27, 30, 39, 33, 36, 32, 31, 33, 36, 25, 28, 26, 37, 30, 25, 31]",33,103,4.243533405
0,28,29.64516129,1,"[34, 28, 25, 31, 28, 30, 30, 34, 31, 32, 26, 22, 28, 33, 19, 35, 31, 30, 28, 29, 34, 31, 31, 26, 32, 31, 34, 34, 32, 24, 26]",31,104,3.825775626
0,27,29.9,1,"[33, 34, 30, 41, 32, 34, 15, 15, 40, 26, 29, 37, 32, 31, 31, 25, 30, 27, 35, 29, 29, 15, 17, 26, 28, 40, 37, 36, 31, 32]",30,105,7.077648158
0,28,30.8,1,"[26, 22, 36, 27, 30, 31, 30, 35, 36, 31, 26, 35, 30, 31, 34, 36, 26, 30, 31, 35, 34, 31, 27, 36, 28, 32, 32, 28, 31, 27]",30,106,3.68032982
0,31,32.93333333,1,"[35, 34, 28, 37, 34, 40, 33, 31, 33, 30, 32, 35, 38, 31, 32, 36, 31, 38, 38, 28, 34, 34, 32, 32, 34, 31, 28, 29, 30, 30]",30,107,3.215622783
0,29,31.82352941,1,"[29, 31, 39, 32, 32, 23, 36, 31, 29, 35, 37, 39, 34, 31, 28, 37, 20, 23, 35, 32, 35, 33, 34, 20, 24, 32, 33, 31, 30, 39, 29, 38, 36, 35]",34,108,5.149113417
0,29,31.80645161,1,"[34, 31, 29, 39, 38, 25, 35, 28, 27, 25, 42, 37, 25, 31, 26, 32, 31, 34, 33, 29, 34, 30, 35, 32, 27, 31, 37, 31, 33, 26, 39]",31,109,4.571063734
0,23,28.55555556,1,"[31, 31, 32, 30, 27, 27, 38, 29, 20, 37, 19, 30, 29, 37, 21, 34, 37, 16, 22, 34, 20, 30, 35, 32, 20, 24, 29]",27,110,6.326582097
0,25,27.9375,1,"[33, 25, 30, 30, 25, 36, 31, 26, 27, 21, 31, 30, 32, 42, 41, 19, 25, 25, 31, 28, 24, 19, 27, 25, 22, 32, 30, 22, 22, 25, 24, 34]",32,111,5.610689682
0,21,24.26470588,1,"[26, 28, 29, 27, 30, 13, 12, 27, 32, 29, 30, 28, 24, 28, 29, 25, 27, 20, 26, 23, 17, 29, 31, 22, 28, 24, 29, 19, 31, 10, 13, 23, 15, 21]",34,112,6.09176704
0,29,31.84848485,1,"[29, 33, 33, 21, 37, 38, 32, 28, 30, 37, 33, 36, 27, 33, 29, 26, 31, 25, 39, 33, 26, 34, 28, 29, 41, 39, 32, 31, 33, 34, 27, 36, 31]",33,113,4.569745699
0,26,28.375,1,"[26, 24, 25, 28, 26, 34, 29, 27, 34, 28, 24, 30, 26, 35, 34, 29, 33, 26, 27, 22, 23, 29, 27, 24, 28, 34, 28, 35, 27, 29, 32, 25]",32,114,3.739501433
0,26,28.125,1,"[30, 24, 29, 23, 21, 23, 32, 26, 31, 30, 29, 18, 26, 25, 34, 26, 29, 28, 32, 35, 25, 35, 28, 26, 31, 33, 29, 33, 27, 29, 28, 25]",32,115,4.038124764
0,24,27.92592593,1,"[22, 28, 20, 30, 33, 29, 35, 27, 24, 24, 31, 21, 18, 24, 33, 32, 32, 34, 22, 31, 36, 28, 26, 31, 28, 35, 20]",27,116,5.239832102
0,31,32.34375,1,"[33, 34, 32, 35, 28, 30, 31, 28, 32, 30, 30, 31, 36, 35, 35, 33, 31, 27, 32, 36, 36, 32, 31, 31, 38, 33, 29, 31, 36, 27, 31, 41]",32,117,3.218989773
0,31,34.5625,1,"[40, 33, 32, 36, 37, 38, 40, 28, 41, 36, 29, 34, 39, 28, 41, 36, 26, 29, 36, 28, 40, 37, 31, 36, 31, 31, 34, 34, 39, 36, 37, 33]",32,118,4.280017335
